Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, NV.IND.TOTL.KD.ZG, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, AG.PRD.FOOD.XD, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, ER.H2O.INTR.PC, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, NY.GDP.PCAP.KN, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.EXP.GNFS.CN, SH.DTH.MORT, TX.VAL.MRCH.R1.ZS, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, NV.IND.MANF.KD.ZG, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NY.GSR.NFCY.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.GDI.STKB.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, IP.TMK.RESD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, ER.H2O.FWTL.K3, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, AG.LND.PRCP.MM, DT.ODA.ODAT.GN.ZS, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, EN.CO2.TRAN.ZS, NY.GDP.PCAP.KD, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NE.IMP.GNFS.ZS, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, AG.AGR.TRAC.NO, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, NE.DAB.TOTL.KN, IP.TMK.TOTL, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.RSB.GNFS.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, ER.H2O.INTR.K3, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, TX.VAL.MRCH.RS.ZS, AG.PRD.CREL.MT, NV.AGR.TOTL.KD.ZG, NY.GDY.TOTL.KN, FP.CPI.TOTL.ZG, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SM.POP.NETM, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, EG.ELC.HYRO.ZS, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, ER.H2O.FWTL.ZS, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
EAP,64304590563.7391,,13.7096813784826,560950000.0,1930000000.0,,5728138.0,,0.0,,,-0.294509897421861,48.871304235546596,,80.4481759566596,,,0.860448222109473,1.16743941760203,,,49.0513499625299,,2470632000.0,348.397717440151,,0.0,5141151556.92614,510458.464792134,2.11346732334075,,560950000.0,17.8627360333223,,56.96638677197821,,,-2.21831601990662,,,,,16.6633506321404,,,0.17491240109832298,,,13.4761065184941,,,16.1942668606929,,7481822755.59995,15928610.0,30.7776273191965,,,9672.711627651272,27000000.0,162085639.0,,,73.801347319291,,,,10.173971432363,4700000.0,3.8754804228896202,,0.5625535333542379,,0.30356605111566604,,20141053367.2639,0.0,10.173971432363,1.52929036472833,4.9552757782442,4459650000.0,,44.9322592314839,85.7211791868036,,15785894765.6492,,64722947136.6242,,,1.58303624335797,28.7984419217357,35.9613174030879,,550020000.0,2.82114050170159,46.8506987868184,63159997730.7222,40.423931017799504,1270000.0,2900000.0,,-1.57029992353905,4.31084141775559,,,,,0.88814126053577,,,15.3338186385834,,,145.157108788796,,51217114700.0477,,,0.337972670933406,,,56822767808.1391,,75.4041879784115,,5017944771.55373,0.658201776642808,,1.29614336437697,,,,37140000.0,7.015039779512451,,,5032335921.1776,,30.464552019761896,,,,71.8669513825649,,29295371192.3052,,38.505676909314,,,46031020503.0629,131714886695.655,11.948646125964999,2011997000.0,62004.309469287,,,,1.38252074772771,,,126900910.0,95842.0,,,,,,9.963273562364,,51000000.0,,0.6181980049318261,,,,,,,907395358.0,745309719.0,,,,,,3.61201618233751,,47601765739.1587,,4.04418743103412,,,11.9254788820327,2.82114050170159,2.9020914486657703,,76050000.0,,24.732653626791,,10062790162.8193,15.5547926425317,,,,,,,,,,0.0,80.80066153113859,4459650000.0,40.929274544267294,,,,5192027424.67344,16270280.0,7.87548800162192,7642199503.9861,39.4808149468483,6.51298269334912,,,8773.165,,,67795083837.5144,0.5545139867046159,11.3390579984725,,,,,,20.514472966190898,73.12526321925779,,,,,55.4587092733953,493.661801416306,6.00029155402434,7.534439900024441,,,,,,,,620000.0,,,,66107209733.9102,82.13726396667771,,,9.46656481098133,176891847.0,4.40452033475584,,,,10736686997.0499,,,70.8672245199419,0.323062111921638,71.3282766613229,11.644135616875598,18366021122.8965,375000000.0,,-2.62255472200867,,,25783248350.3573,1393.93695856267,,14.8905277811344,-1086544.0,0.7176224181330891,,,5.5744976385638605,1580000.0,,,0.0,435755.647630557,,0.17112351559172304,,6.03916300358914,,,,,,23760000.0,,0.0,,,,,
ERI,,,,,,,,,,,,,40.032,,89.47986508270608,,,,,,,50.5440212528305,,,551.477,,,,,,,,10.377,,14.6170396039604,,,,,,,,,2.48685902355506,,,,,,,,,,,101000.0,,,,,,153198.0,,,85.248426478289,,,,,,,,,,,,,,,,,,,35.775,,,,,,,,,,,,,,37.85158536585371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40097795572902,,,,,,,,,,17.37256,,,,,139019.0,,,47.929,,,,,90.7446572409561,,,,,,,,,,,,,,,,,,,,,,,,,,,1476321.0,1323123.0,,,,,,2.23318641406578,,,,5.5135400518257,,,,,,,,,,,,,,,,,,,,,,,,,44.99075743012529,,,,,117600.0,,,25.26751,4.231438604417161,,,,,,,,24.706,,,,,,,118.445,,,,,52.776056155808895,632.957,6.837,,,,,,,,,,,,,,89.623,,,,,,,,,,,,,,,,,,,,,,,,,,6997.0,2.0467684546755502,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,510.0,0.0,,,,,64.703,,76.16793127233959,,,,,,,41.698257604072104,,,156.262,,,,190.684,,,,86.101,,4.83953488372093,,,,,,,,12.27,,,0.0177977112143378,,,,,,,,,11610.0,,,,996.671828002919,,48378.0,,,71.6686524111118,,,,,,,,3.3937387651948,,,,,,,0.0,,,,60.851,0.0,,,,,,,,,4.39276485788114,,,,62.730024390243905,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,37000000.0,,,8.99231107980588,,,,,,,,,,60.74999,,,,,35000.0,,,41.2,,,,,72.3469345570301,,190.684,,,,,,,0.0,7.0,,,,,,0.0861326442721792,,,,,,,,,,,56187.0,7809.0,,,,,,2.55397155925748,,,,9.467372935778311,,1000.0,,,,,,,,,,,,,,,,,,,,,,,40.682008293733396,,,,131000000.0,11610.0,,,68.04814,4.499278861227821,,,0.056,,,,,8.27,,,,,,11.73,91.35,,,,,56.764020147009106,212.46,6.977,12.22,,,,,,,,,,,,,13.899,,,,0.0,,,,,,,,,,,100.0,,,,,,,,,,,16337.0,6.098484804239769,,,,,,,,0.0,,,,70.0,,,,,,,,,,,,,
LDC,,,27.405191089541503,589660000.0,175000000.0,,7307650.0,,63400000.0,,,,42.4061284727931,,85.36966626477721,,,,0.33539739107573996,,,50.1577315179953,,1702721000.0,404.54009575309306,,,,25800.6958214696,4.02884559478623,,589660000.0,10.1294463472791,,12.457141245134599,,,,,,,,34.2881468440503,,,0.463365384445587,,,21.9711273896311,,,,,,20276394.0,,,,20022.8591721902,,25585554.0,,,79.9252429212808,,,,3.11253731323967,59220000.0,,,0.102146221989765,,0.0663643662114932,,,40000.0,6.83858743867946,0.162162162162162,8.897585874645632,4804110000.0,,40.059350778984,18.6486486486486,,,,,,,2.4501958923393796,,36.2206061502442,,569800000.0,3.3904556295482404,41.1928650976697,,,12500000.0,1060000.0,,,9.72587023243083,,,,,,,,,,,,,,,,0.0569445495977321,,,,,66.8695316246086,,3430921490.18815,2.97813523424593,,2.37210955104675,,,,,,,,,,30.406853840287198,,,,,,,,47.9423968992806,,,,,32.6381491537241,1545363000.0,17464.1197805924,,,,3.8714504607625098,,,50490961.0,33756.0,,,,,4.0993086370237,5.696551497162581,,,,2.3344929018683502,,,,,,,252585904.0,227000350.0,,,,,,2.84072643690623,,,,5.14556931671737,,,,0.105713149717423,0.810467481166909,,26350000.0,,,,,,,,,,,,,,,30000.0,73.8279494996538,4804110000.0,43.1594723203065,,,,2871740200.57833,20926251.0,,,34.549046909328,5.260623875510401,,,4507.485,,,,3.6529766180131698,23.461733636726102,,,,,,35.401052886345795,156.761212141002,,,,,53.99980124278729,449.245434862845,6.69056719625171,33.077295579563305,,,,,,,,810000.0,,,,,89.87055365272091,,,17.3942950620663,52341228.0,,,,,,,,,3.2161375676782695,,78.4504504504505,,263000000.0,,,,,,1036.6453557451,,,-886867.0,2.06865644334491,,,,36210000.0,,,,,,2.12396699027995,,3.2831785245343594,,,,,,107180000.0,,,,,,,
UZB,,,,,,,,,,,,,63.303,,79.11384340283459,,,,,,,51.6454513166465,,,162.019,,,,,,,,34.5,,21.907639868359198,,,,,,,,,,,,,,,,,,,,425400.0,,,,,,3215231.0,,,68.59700168418149,,,,,,,,,,,,,,,,,,,56.294,,,,,,,,,,,,,,59.7130243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99343077094845,,,,,,,,,,50.32984,,,,,1039937.0,,,45.898,,,,,32.344083519971,,,,,,,,,,,,,,,11.158708987918901,,,,,,,,,,,,9319510.0,6104279.0,,,,,,5.87159625345109,,,,3.7557656514509903,,,,,,,,1039937.0,,,,,,,,,,,,,,,,,38.2979899157788,,,,,447400.0,,,66.10235,10.5168417186531,,,,,,,,13.015,,,,,,,36.978,,,,,55.8304138307701,306.63,6.783,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,308297.0,2.59422014192267,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,650.0,0.0,,,,,50.576,,96.80249379351541,,,,0.496277915632754,,,52.974875039124406,,,352.326,,,,18.335,,,,17.224,,52.32406947890821,,,,,,,,30.09,28.75000002875,,0.180209232403517,,,,,,,,,4030.0,,,,1422.7044663435502,,36320.0,,,87.3313049483882,,,,,,,,0.0869509546346969,,,,,,,0.0,,,,48.117,0.0,,,,,,,,,16.1290322580645,,,,49.316512195122,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,6858780.0,,,2.35505961355855,,,,,,,,,,38.40679,,,,,,,,47.169,,,,,,,14.668,,,,,,,20000.0,2.0,,,,,,9.42928039702233,,,,,,,,,,,210866.0,174546.0,,,,,,4.8125349748181305,,,,3.97098195304477,,38000.0,,,,,,,,,,,,,,,,,,,,,,,44.3751007748997,,,,771826.0,4030.0,,,44.27689,9.47118884512721,,,0.3,,,,,19.258,28.700086593627898,,,,,46.21,118.051,,,,,50.8123642502822,407.187,6.953,10.14,,,,,,,,,,,,,82.776,,,,13000.0,,,,,,,,,,,80.0,,,,,,,,650.0,,,-1167.0,2.02207133757401,,,,,,,,0.0,,,,0.526315789473684,,,,,,,,,,,,,
MEA,,,33.5854494126873,1082760000.0,1765000000.0,,2889290.0,,0.0,,,,49.0813240343413,,90.09588991855509,,,,0.31771772469768106,,,49.3612846577667,,3555530000.0,298.41738354918203,,0.0,,118397.53621212301,2.9784589076734,,1082760000.0,36.4767680069794,,9.91391760924809,,,,,,,,21.8399001461448,,,0.44168428762177103,,,15.025326744535999,,,,,,11238640.0,,,,2068.49461363175,403000000.0,40642032.0,,,82.7786347087711,,,,1.18500826749954,81640000.0,,,1.06263373644689,,1.50188579480415,157.37592216903,,0.0,4.82270806540511,5.567949432980111,6.623185743156349,8149290000.0,,47.73571952525371,2.2835719154737597,,,,,,,3.32158637390206,,25.708537687834102,,1021920000.0,2.23032853048631,48.3873008039856,,,1480000.0,0.0,,,1.34576520301304,,,,,,,,,,,,,,,,0.812970788168289,,,,,70.81572662134849,,5622376610.56042,6.568069079551719,,2.79198464065529,,,,0.0,,,,,,41.7170308082037,242.82862952152598,,,,,,,46.585507599097795,,,,,32.859487030840995,2177200000.0,87961.2383440143,,0.0,,2.3118916167209904,,,21691630.0,92843.0,,,,,17.106826065443197,4.38771951054576,,12000000.0,,9.717915940529721,,,,,,,111418951.0,70776919.0,,,,,,3.7392211726536,,,,5.00482651842849,,,,0.593441765362689,6.398483489100079,,230000.0,,,,,,,,,,,,,,,10000.0,76.34586123587759,8149290000.0,43.5955534593149,,,,5802712360.81602,11373260.0,,,45.931620041703795,7.099981405626579,,,231.2815,,,,1.34438466276476,18.8451816036663,,,,,,24.288299693768202,136.791972847118,,,,,52.6652253680315,342.270267045853,6.886199909246369,19.223183409487397,,,,,,,,440000.0,,,,,63.52323199302071,,,17.73837957009,23977648.0,,,,,,,,,2.08984016167555,,75.1595711718411,,495000000.0,,,,,,1105.3869954745699,,,-299675.0,1.56296100746694,,,,0.0,,,0.0,,,4.873231673709349,,18.828050536391498,,,,,,40120000.0,,0.0,,,,,
GRC,5327573509.09843,1.01406830155889,17.8567784822737,,328000000.0,,89020.0,0.0,,53283286848.9942,-1508954733.99895,1.5335189057628797,71.296,86.9825816156068,52.9470922297308,,18.6020293122886,-7.27205207540517,6.5089216446858,469045376.0,1965442509.17927,51.22340440075371,,696400000.0,117.878,7.29574286245445,,870232756.735945,10164.924,0.30155083285468104,8.55222144409096,,57.34,55.519938429728406,65.5409852598914,,0.235931211274031,,,1.87832792435568,2.5,10.1140645634346,45.72,30.000000029000002,,0.338887433620735,10371450584.8537,,11.1717403790925,53481353988.8959,9.96533861529601,,,,128900.0,,18802584.8181782,9762063398.39278,6865.340953546141,,4844217.0,726.0,5697.46139950478,40.1584935706241,32174000000.0,42507016.0,8516.0,0.7249295207410391,,0.19584212500083398,,1.20320119011869,,1.56519241815049,46.2,,,,0.0,7.32984293193717,,6534752.0,66.603,32.4675324675325,,,,5308425741.77444,1370.0,76616240.0,3.4606547960942002,,69.0612878200155,,,,68.8922682926829,5401797397.50049,,,,0.0,0.9304038426191279,0.0402738622633911,,58.7710759411954,5773.73882384678,652.0,,,,,,31.003382187147697,6143.730262902161,5.5,,845.0,,0.322190898107128,48133481411.5225,,,27.0574971815107,71.5263793797825,,701233000.0,3.0608135320177206,4.60640112928779,0.5957771033193979,,,78.0496092422698,,16.334504915788802,,209199999.985,482808836.798816,,67.32402,52.8,22.435174746336003,8.0,,1929349.0,,,18.0,10.902395690419299,0.0,,51903664750.1487,39.8278813686505,248300000.0,5907.537,69.58382127517861,,0.789177001127397,1.3641585295807002,47239136.0,0.984743030507104,1758547.0,24530.0,12.3003737682637,,0.9744680049004659,,22.8373081092816,22.211016291699,,,,,0.0,6.671612896778781,0.0,,,564576427.6408089,8448233.0,3604016.0,,,,49617427073.3559,2799.0,8.361448724979219,1825865643.1754699,,,2.1547873881034,,2863000.0,10.0713360406307,0.0717978173463527,6.591039632395169,1.13689876047579,,1929349.0,,,,20.0232789417798,,,,12904093643.774,42.439687393815795,,,,-387423919.937129,,82.23721998851241,,26.256461111364104,,,3.2441598545369303,250100000.0,131960.0,9.06245284038361,536557830.91292596,78.36778,12.788598659106698,1.3,56.29344361122621,58.0,48777890865.0035,0.0,,1.34979896611143,7.9,0.0880410894751549,8.4254963506442,503154600.0,93918264.0,7457.0,43.21,19.056,,7.01874274461322,,,65.3820901636567,189.647,2.16,45.72,35.609921848454,11.9816247713938,98.1245797040102,,23.071856423860602,3.4367234138802703,475580128.0,,,1.5881828003941598,305.389304485328,5714997429.035561,42.66,,,21.143777688280302,2426843.0,,48152283996.3407,-0.328131252741898,6307.033299033559,1066754904.55515,,74223888.40206371,630.61394129381,0.48328634716069296,630.0,58.11688311688311,,,1807063058.3572898,,,,,1380.027,3291008720.19071,25.396957756172398,-145243.0,-1.46214309229061,11135419232.338,3543131747.92642,,,21.950390757730197,350.10125786066703,,3300.3,,2.61780104712042,,85.6793573174991,,,,-34109224.0,,,,,1429.0,2.57068124636824,286669629.982791,,
BEL,13264015675.3193,16.150856854867698,67.0988350576246,,193000000.0,,,77.007,,115249295254.58699,-490196084.308617,5.21200350925615,73.18,48.940451991687695,57.4172151737951,,27.0514753392203,-0.0114606056008229,,16440317952.0,32444464990.8865,51.043271371483,,,109.022,9.86697357496665,,5383141329.19941,98117.919,,10.2388441224135,,92.679,1783.0029692281798,,,3.8103278158349103,,,0.0581234059482243,,8.20616614755447,,50.00000004899999,,,26507778700.2623,,,115170015761.765,10.121870146188,,,,,,1257858693.9911098,24627242769.4376,1301.4368513557401,,8545539.0,,10903.6270981692,38.0729960354518,75767000000.0,6670345216.0,5229.0,,,0.858492087548521,,10.6411896304115,,,27.0,,,,0.0784841349927122,,,138635263.999998,67.4,69.9144149194603,,,0.0,13405546015.7946,2507.0,6672229376.0,,,,,,,70.21951219512201,13375866329.3162,,,,0.0227985180963237,4.79403451766538,,,6.04277474399065,10996.7207355989,847.0,,,,,,7.99052336851174,12395.2099090372,2.6875,,,,,100537744141.58301,,,29.9267714839543,,,4568000000.0,,1.6676919464705402,0.398054786807546,,0.0,99.04816186947849,,40.584551925824,,388389999.86861,5381621192.67603,,66.57919,31.1,32.1559336635796,,,1499611.0,,,16.8,72.980323841413,0.0,,114290999792.65,17.548465930586698,,27058.793,52.6531885887593,,2.8645272453155295,,2517440768.0,4.6146797731725,,,5.16956397834141,,16.3523839652179,,16.263741817486903,,,2000000.0,,,0.0,8.60014147041896,0.0,,,765748580.494778,9220578.0,675039.0,,,,101803899692.446,4138.0,12.288502874378601,29372717572.0568,,,0.5330170166985859,,,15.3126039006669,,,15.929155879207,,1499611.0,,,,,,,,,83.55656882302651,,,,-1520136.52337967,,,,24.1860462103162,,,,4332000000.0,,40.5730913202231,2031066181.6840198,80.79273,19.344219138343302,1.4,1798.03838935043,12.0,101396121286.80699,0.210886292390995,,,12.2,1.23946762084961,,16442202112.0,,4571.0,,29.483,,9.733424366437221,,,63.5254509153053,201.733,2.59,,15.280706754061,13.779650440406899,,,5.08230030237551,3.78681781994156,16578953216.0,,,5.03193341181365,1753.1438918471301,13265535811.8427,7.321,,,,,,101795602835.574,1.40472878998601,12499.139994758201,,,111850653.99689,1438.5232330684,,1450.0,27.577830100534396,,,28114858878.0657,,,,,,29381014428.9283,81.1576432460471,71911.0,-1.29491181488148,,33323480960.0007,,,0.929039612425192,2810.0611480104603,,68598.569,,,,,,,,-1884160.0,,,,,1631.0,13.1219616426723,1756067569.878,,
WBG,,,,,,,3660.0,,,,,,,,,,,,16.943521594684402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.797342192691005,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.45225,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,,,,,,16.611295681063098,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,47.37501,,,,0.812,,,,,,,,,,,,114.968,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
