Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, NV.MNF.OTHR.ZS.UN, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EG.USE.PCAP.KG.OE, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, EG.ELC.COAL.ZS, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NV.AGR.TOTL.CN, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, TX.VAL.MRCH.R1.ZS, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, NV.MNF.TXTL.ZS.UN, AG.PRD.FOOD.XD, PA.NUS.FCRF, NY.GDP.FCST.CD, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, EN.CO2.TRAN.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.IMP.GNFS.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, EG.ELC.HYRO.ZS, DC.DAC.DEUL.CD, IP.PAT.RESD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, NV.MNF.FBTO.ZS.UN, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, DC.DAC.SWEL.CD, SP.DYN.LE00.MA.IN, NV.MNF.MTRN.ZS.UN, EN.CO2.BLDG.ZS, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, AG.AGR.TRAC.NO, IP.TMK.RESD, FR.INR.DPST, NV.SRV.TETC.KD, TM.VAL.MRCH.R3.ZS, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.GDP.DISC.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, IP.TMK.TOTL, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, EN.ATM.CO2E.KD.GD, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, DC.DAC.CECL.CD, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.CON.PRVT.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.MNF.CHEM.ZS.UN, NV.IND.TOTL.KD.ZG, NE.GDI.FPRV.CN, FP.CPI.TOTL.ZG, NY.GDP.PCAP.KD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, EG.ELC.LOSS.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NV.AGR.TOTL.KD.ZG, DT.ODA.ODAT.GI.ZS, NY.GSR.NFCY.CN, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
EAP,80745714535.1687,,13.0111896390881,565500000.0,1763000000.0,,5798590.0,,,0.0,,,10.7277228778424,51.7528647334502,,82.6262991002255,,,0.7854847599624909,1.2417348113571798,,,49.075133568057005,,2823733000.0,306.003605541441,,0.0,,6024803608.67714,514373.02938334795,2.39399404972071,,565500000.0,18.817780218554603,,59.819320894918,,,9.80395107828412,,,,,18.384901773998603,,,0.16676809751831,,,17.9181601093305,,,23.3203000754841,,15600947889.6977,15928610.0,28.8877036447502,,,,,41000000.0,179303081.0,,8.75522931140574,76.13190113297401,,,0.7132007562523491,,,29240000.0,,0.539832256553086,,,,23614187237.0585,0.0,9.80395107828412,1.46387104379089,4.29137858602086,4032060000.0,610000.0,48.332508993525494,,,82.9175752932162,,21929199181.3787,,82166773725.7756,,1.71050166570281,32.4247416621294,36.4036158836207,552680000.0,2.7888259973588196,49.9952127341951,79290437516.0128,38.687554700241705,1810000.0,3700000.0,,8.10766545592001,3.57285217146766,,,,,,,,22.5348153155216,,114032.0,,,58523317493.5246,0.20894326765313898,0.159099206094962,,,65144766645.4711,,77.14944102428929,,5927811904.08624,0.6277968672936322,,2.42356303863642,,,,,0.0,,,,5976473874.62355,,36.60377766618279,,,,64.4151997936726,,35881791926.7479,,39.8446825918092,,,51668541820.7846,155313557068.477,11.2137058905711,2325593000.0,76231.5016771266,,,,1.22178690407344,,,131203379.0,,,,,,9.975088802642802,,61000000.0,,0.593489789786892,,,,,,,952838633.0,773535552.0,,,,3.3118359986859702,3.47752923235859,,51436602287.2381,,5.11469589642151,,,12.2010080985301,2.7888259973588196,2.40815969498533,,63940000.0,,27.2383108751535,360000.0,18190990178.7567,19.707415844961396,,,,,,,,,,120000.0,76.8848541983254,4032060000.0,41.7212279754524,,,,5961925183.9352,16270280.0,8.00234842020348,9793840776.6318,45.091428996729604,6.3457123916879405,,,7.21686366024099,,,81155753545.2388,0.169987743175435,12.2000895809235,,,,,,22.359871288067,68.7556087073667,,,,,54.801242792188994,401.54275399489603,6.09761415921412,10.3864576505467,,,,,,,,,,,82960716278.3827,81.18221978144541,,,,211518168.0,,13.6185186169102,,,163.00090245026502,,17213889797.3451,,,84.7422761196635,0.49879751100042,86.2336715578739,14.206990039488401,25662917896.0382,390000000.0,,9.69130214743488,,,31265237611.993,1612.1395458828101,,15.2192120804445,,1.81932316649818,,10.2626831946861,3.10868179490518,,0.0,424702.219507772,,0.22359888424156799,,7.17683414207403,,,,,,21830000.0,70000.0,,,,,
ERI,,,,,,,,,,,,,,40.723,,87.1656714579948,,,,,,,50.539348266816,,,548.131,,,,,,,,,11.039,,15.3494752475248,,,,,,,,82.7,2.50237374074769,,,,,,,,,,,101000.0,,,,,,,171137.0,,,83.2382391929514,,,,,,,,,,,,,,,,,,,36.216,,,,,,,,,,,,,,38.414536585365894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4569563095431497,,,,,,,,,,,17.78721,,,,,156915.0,,,47.822,,,,,91.689698896206,,,,,,,,,,,,,,,,,,,,,,,,,,1550297.0,1379160.0,,,,,2.0983721183747397,,,,5.5479368011491506,,,,,,,,,,,,,,,,,,,,,,,,,44.47302678132,,,,,117600.0,,,25.92849,3.9274322650434303,,,,,,,,24.02,,,,,,102.4,117.6386,,,,,53.4286011003053,629.627,6.778,68.1,,,,,,,,,,,,88.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07998179651768,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,510.0,150.347,,,,,,66.083,,72.32336644281591,,,,,,,39.890645605820396,,,147.489,,,,,6274.237,,,,86.78,,5.81283376399655,,,,,,,,13.99,,,0.0148176685880244,,,,,,,,,11610.0,,,,,,,58565.0,,,68.2480913106759,,,,,,,,92.96956450872021,,,,,,,2.39625949736996,,,,62.51,,,0.0,,,,,,,,4.39276485788114,,,64.25292682926829,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,50000000.0,,,9.051042011171392,,,,,,,,,,,63.15512,,,,,41941.0,,,40.136,,,,,71.61444548791941,,154.014,,,,,,,0.0,,,,,,0.0861326442721792,,,,,,,,,,,67487.0,8922.0,,,,,2.3648999066486898,,,,9.373198416442381,,1000.0,,,,,,,,,,,,,,,,,,,,,,,39.6046646020715,,,,151000000.0,11610.0,,,69.82196,4.07527513214003,,,,,,,,7.318,,,,,,15.74,91.35,,,,,58.030435491279796,198.781,6.985,12.04,,,,,,,,,,,,13.22,,,,0.0,,,,,,,,,,,,,2.45470485096435,,,,,,,,,,,,6.961752614532349,,,,,,0.0,,,,110.0,,,,,,,,,,,,
LDC,,,31.169826861136798,777540000.0,279000000.0,,7336990.0,,,76460000.0,,,,43.388054761540296,,86.4067732157279,,,,0.36080402877817797,,,50.1800745902751,,2730753272.7,394.265837112231,,,,,27655.5566562023,3.74558322006401,,777540000.0,10.7068689819542,,13.071326193405001,,,2.14599193909539,,,,,36.8254487147819,,,0.45144551274148204,,,23.7655171128954,,,,,,20276394.0,,,,,,151100000.0,28377420.0,,19.806968204209603,80.97062380594191,,,,,,39730000.0,,0.104345092956013,,,,,640000.0,8.18755038065383,0.0288475407471513,3.50022391401702,6106230000.0,2880000.0,41.048914769559104,,,24.780037501803,,,,,,1.8876576380199,,36.366030819522,727530000.0,10.1774881563836,42.1789226486212,,,12560000.0,3190000.0,,,5.495387371249441,,,,,,,,,,37093.0,,,,0.087887837542607,0.0788177339901478,,,,,68.5052575011196,,3905158142.11101,1.90953873712494,,2.4622582101455603,,,,,,,,,,,31.7055921102347,,,,,,,,47.8051450614581,,,,,33.081364325615,2791250000.0,19377.3915158571,,,,2.5217484113792796,,,52064849.0,,,,,4.36376919956953,5.8241824038465895,,,,2.9336774734137596,,,,,,,265039360.0,236661940.0,,,,,2.8256485946545897,,,,5.374800218061741,,,,0.18652528976057298,1.1517301619876201,,18280000.0,,,53180000.0,,,,,,,,,,,,250000.0,64.9052645687334,6106230000.0,43.4781495789389,,,,3533150581.8141603,20926251.0,,,35.863110581784504,5.26228764520362,,,,,,,9.69597266644704,22.604206938270604,,,,,,38.0248347003309,156.68722857042602,,,,,53.6962018264065,438.181178993791,6.721564966439559,34.9750921517856,,,,,,,,,,,,89.29313101804578,,,,57588303.0,,,,,,,,,,,5.3859381997313,,72.0323092456368,,227000000.0,,,,,,1106.08789640558,,,,2.12379857509772,,,,,,,,1.04877742946708,,3.5254478924107797,,,,,,141260000.0,1000000.0,,,,,
UZB,,,,,,,,,,,,,,64.136,,92.9644609781739,,,,,,,51.4912169783372,,,155.6166,,,,,,,,,35.025,,23.3126516220028,,,,,,,,,,,,,,,,,,,,425400.0,,,,,,,3473500.0,,,82.04474730770741,,,,,,,,,,,,,,,,,,,57.128,,,,,,,,,,,,,,60.5465365853659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1300018658868396,,,,,,,,,,,51.65499,,,,,1122090.0,,,44.045,,,,,32.3043040161221,,,,,,,,,,,,,,11.314582480018101,,,,,,,,,,,,9917202.0,6443702.0,,,,,5.6589247652714905,,,,3.8837196666266,,,,,,,,1122090.0,,,,,,,,,,,,,,,,,42.518061041814,,,,,447400.0,,,67.29509,10.9197136704665,,,,,,,,12.257,,,,,,,37.342,,,,,51.82301419291449,296.58,6.777,,,,,,,,,,,,,64.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7260519545504804,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,650.0,0.0,,,,,,51.441,,106.38933451347,,,,0.496277915632754,,,52.719629758682004,,,340.214,,,,,29.336,,,,17.787,,55.546898263027295,,,,,,,,34.09,28.75000002875,,0.169753500049139,,,,,,,,,4030.0,,,,,,,39817.0,,,97.01554461470378,,,,,,,,0.131049702037935,,,,,,,0.0,,,,48.899,,,0.0,,,,,,,,16.1290322580645,,,50.139,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,6820870.0,,,3.1497702145204705,,,,,,,,,,,40.02924,,,,,,,,45.911,,,,,,,22.002,,,,,,,20000.0,,,,,,9.42928039702233,,,,,,,,,,,223854.0,184037.0,,,,,4.54179956578842,,,,4.76029344039578,,38000.0,,,,,,,,,,,,,,,,,,,,,,,47.0060843228176,,,,957774.0,4030.0,,,46.04441,9.37378989876639,,,,,,,,18.096,28.700086593627898,,,,,51.75,118.0006,,,,,48.452116111394,394.448,6.989,12.01,,,,,,,,,,,,82.213,,,,13000.0,,,,,,,,,,,,,75.0,,,,,,,,650.0,,,,2.80471517380718,,,,,,0.0,,,,0.7894736842105259,,,,,,,,,,,,
MEA,,,38.3100368529663,903940000.0,2072000000.0,,2892960.0,9917.60364617565,,0.0,,,,49.8153151482169,,92.129985370367,,,,0.335328977304727,,,49.357232505578395,,6088840000.0,287.68335433048196,,0.0,,,158237.569776716,2.3797636331386602,,903940000.0,38.06153642955179,,10.4759036680595,,,1.1061867829443501,,,,,22.6795569713529,,,0.421659132367791,,,13.1213827264306,,,,,,11238640.0,,,,,,266100000.0,44811714.0,3644.0,14.8432753136281,84.6029346356758,,,,,,96740000.0,804.0,1.3440157195237699,,,157.406789554739,,150000.0,3.32570856713964,6.23362774416394,10.104006576360801,6519040000.0,2120000.0,48.3686564736845,,,2.1837401766465,,,,,,6.240597552243121,,25.7411928845483,851890000.0,3.80696487344059,49.07054569650539,,,20010000.0,1740000.0,,,3.92615890489296,,,,,,,,,,106364.0,2858.0,,,1.5996478803844398,1.25272525822939,,,,,71.72700954287141,,7128649350.15102,7.30190500017871,,2.8027382510617405,,,,,0.0,,,,,,43.1173719358701,240.97755794740002,,,,,,,45.8328766515131,,,,,33.1922106248339,5595800000.0,94644.3633086851,,0.0,,4.99405469678954,,,22420402.0,9165.0,,,,17.9132156738942,4.42615832520661,,7000000.0,,7.6777567503130495,,,,,,,117734910.0,72923196.0,,,,,3.7351141981479703,,,,5.025548637894639,,,,0.520624618153868,7.67601053731088,,320000.0,,,1710000.0,,,,,,,,,,,,-290000.0,75.39564186281791,6519040000.0,44.1178893094616,,,,8245573241.26223,11373260.0,,,47.688205969904395,7.162663594375321,,,,,,,1.57665499504011,17.836419654943498,,,,,,25.525573682889398,135.384437483988,,,,,52.14699649239039,334.112883164558,6.88244952344607,19.8064896246183,,,,,,,,,,,,61.93846357044821,,,,22230266.0,,,,,,,,,,,3.32570856713964,,60.5118575700674,,403000000.0,,,,,,991.519304185358,,,,1.4828835645862202,,,,,-500000.0,,,4.02623396118517,,21.3827071145689,,,,,,60240000.0,550000.0,6307.0,,,,
GRC,6680298250.57961,1.0801697104327201,17.867465721256398,,631000000.0,,89910.0,0.0,39.718355928768894,,63552918329.813,-2477751916.83562,8.25834025172408,71.889,85.90700356878028,52.02567121488111,,433.559342308126,-9.841584582911802,6.57098525989139,588140736.0,2130874262.58597,51.3053576492022,49.2095357590966,882300000.0,114.8928,6.95802735332393,,,1228103930.15993,13223.202,0.419358494843024,8.83955810746485,,59.099,69.1082360242944,66.0234988363072,,0.167038600242176,0.22675736961451198,1.84130418757128,3.7,15.250180614535902,21.7139820507385,50.71,30.000000029000002,,0.352626171959134,11812789576.2837,,10.5859684914428,64466369944.9616,1.6498002604788997,,,,128900.0,,23.2332155477032,74425322.63426259,11118714765.3157,6743.52083264089,,5029578.0,956.0,16.844833171363803,38.8721299902233,38403000000.0,4711744106.763829,,7172.0,19.8243412797992,,845.0,1.5537644459521398,,23.9928873553472,43.6,,,,0.0,7.48299319727891,,,67.087,7.917918486982759,15.547703180212,37.3544093178037,-657447202.7215691,,,6688985549.34986,108123608.0,3.17352374475802,,69.7517455391777,,,69.4294390243902,6777089419.916571,,,,0.0,7.86649280042472,0.0647878198898607,,65.4454395726782,6836.220397821221,59807555957.2209,50241240.0,,,,,33500.0,1451.0,5.3,,0.952057123427406,0.42112082928409494,57390255256.2112,,,27.3851590106007,75.6721736313573,,885067000.0,3.4337544541626204,3.71835558921893,0.36261254676326,,,,80.1756587202007,,,,203899999.985,570656727.438363,,67.7935,49.3,24.823321554770303,9.0,,2055363.0,,,18.0,11.062685703222598,0.0,,61885500100.7837,40.865515953823596,308700000.0,6952.632,67.1302443302061,,9.01060070671378,1.74543805961691,59548744.0,7.88162238915164,1766280.0,3254.0,,1.024809409497,,24.151109186152702,23.2816136539953,,1000000.0,,,0.0,9.33360910016387,0.0,,,700066435.180061,8510429.0,3480851.0,,,,0.213672055303186,8.652189436181201,2033589299.16359,,,1.85768068310303,,3001000.0,10.124914047783301,0.0906721069930863,6.86841210472628,1.1808994994029098,,2055363.0,,,,20.9698081514966,,,,,16426931945.6744,,,,,,82.54561940383091,,25.569449821907803,,,5.092294783094371,308533000.0,131960.0,8.5423839779736,676374456.006756,78.98858,13.1535412246578,1.4,70.10954864907521,18.3839685608854,58179168324.0092,0.0,,1.63209792587555,8.2,0.0880410894751549,20.6939845919381,646023104.0,123331984.0,6294.0,48.34,23.4744,,7.009370504378589,,,65.778360741911,187.7642,2.24,50.22,30.9661229611041,14.6434413055279,98.19371148817709,,16.3154659435339,3.58374112683263,596662336.0,,8.2735248018262,407.97003300303703,7337745453.30118,40.901,,,57464680578.8455,2874641.0,6.65685617816259,,,0.8812290417272242,7271.72509174141,7467.6515519738205,1400845727.09433,,96791169.3369581,784.954348432918,0.5506964690638161,790.0,52.57903494176371,,,1959163976.52933,,,,,1627.511,4376464677.53899,26.926352538859,12.496863237139301,-1.7589197716216103,14175406577.6194,,,8521600.0,,4939.449,,2.9478458049886602,,111.629456847717,,,,-57882368.0,,,,1803.0,2.4155871318216002,281585439.98278797,,
BEL,15960106680.6732,17.462370851614498,72.24262488146259,,648000000.0,,,73.34,45.8492657690756,,128317473491.36699,-530393367.16194504,6.95668473344004,73.9,53.1179398609235,57.8180678138321,,3021.64721197111,-0.33176929717863696,,19782035456.0,38428687455.3405,51.0514850465868,74.31755145734999,,106.719,9.819097566974449,,,6835605753.212339,103662.423,,9.511323280214409,,92.988,2109.38335419929,,,3.92907296649019,,0.0818037001273478,,8.85485873553795,15.2478222780932,,50.00000004899999,,,30811885585.897,,,128544355026.37599,9.42914773672652,,,,,,7.721931470326849,1179277553.83799,28626004279.284,11965.2190799523,,8720520.0,,,37.915763054962895,84324000000.0,39411720401.124,,4649.0,0.559583475256679,,,11.0536547171057,,17.871476560367398,25.0,,,,0.0707488768615798,,,,67.76,14.4000284337435,24.3211217537277,62.775478439279794,-52950733.7634302,,10300839.0,15668565678.5183,8472512000.0,,,,,,70.75512195121951,16056233835.587,,,,0.24816310641817899,5.94913935630433,,,6.17028867656039,12037.9740399158,113659630439.95801,8406881280.0,,,,,,1794.0,3.35,,,,112211176601.54901,,,31.282709588229498,,,5930000000.0,,4.64242655848757,0.9464775357123298,,,8310696.32374838,99.1922534183251,,,,770929999.79907,6782655019.4489,,66.8215,28.9,33.8896020539153,,,1516347.0,,,17.2,73.6327413162053,0.0,,127561322080.593,17.388263543917102,,35599.236,54.754292392564494,,2.7846351338007302,,3086181632.0,5.8656500566784295,,3238.0,,17.6292915332704,,16.1689990299754,,,1000000.0,,,0.0,4.19707482376066,0.0,,,610435774.801988,9378113.0,657593.0,,,,0.8126477627325509,12.610914778296198,34479784280.6303,,,1.1111534206868798,,,15.600930646719402,,,16.9516280983643,,1516347.0,,,,,,,,,,,,,,,,,24.0249874166657,,,,5600000000.0,,42.4975544033319,2489925174.39426,81.0713,19.9023047588692,1.4,2122.08809512105,42.8293237005105,112893480837.39699,0.121648581577539,,,11.7,1.23946762084961,,19847666176.0,,4022.0,,29.955,,9.826782917659381,,,63.3640978050381,200.216,2.71,,24.753053379397603,13.4459086147916,,,4.21351396408296,3.6581552847445296,19901181952.0,,6.87240147495433,2062.99497564169,16013057414.4366,7.012,,,113390454155.387,,6.63140695872038,,,4.17561761552328,13602.0244243797,13682.653801608798,,,96127154.91375999,1701.84627554319,,1670.0,34.3415048286108,,,33300506726.7923,,,,,,34748960565.2016,85.3268781038424,4.16038148995183,-1.2120719274177298,,,,119146496.0,,65074.582,,,,,,,,-65630720.0,,,,1444.0,12.105973063255599,2227003946.41956,,
WBG,,,,,,,3650.0,,,,,,,,,,,,,16.943521594684402,,,,,,,,,,,,,,,,,,,,,,,,,48.8,,,,,,,,,,,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6312292358804,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,41.3869,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,16.611295681063098,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,49.2998,,,,,,,,,,,,,,,36.4,114.9616,,,,,,,,69.5,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,
