Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, NY.GDP.PCAP.CN, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, SM.POP.TOTL.ZS, EG.IMP.CONS.ZS, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, TX.VAL.MRCH.R3.ZS, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, EG.USE.CRNW.ZS, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, EN.URB.MCTY, NY.GDP.FCST.CN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, EN.CO2.TRAN.ZS, DC.DAC.FRAL.CD, PA.NUS.FCRF, NE.GDI.FPRV.CN, NE.CON.GOVT.KD, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, NY.GDP.DISC.CN, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, TX.VAL.MRCH.RS.ZS, DC.DAC.CHEL.CD, SP.URB.TOTL, IP.PAT.NRES, NY.GDP.PCAP.KN, NY.GDY.TOTL.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, EN.ATM.CO2E.PC, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NY.GSR.NFCY.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NE.IMP.GNFS.CN, NE.EXP.GNFS.ZS, NV.IND.TOTL.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, SP.DYN.TO65.FE.ZS, NV.IND.TOTL.CN, TX.VAL.MRCH.R1.ZS, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, SH.MED.BEDS.ZS, IP.TMK.RESD, IT.MLT.MAIN.P2, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, NY.GDP.MKTP.CN, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NY.GDP.PCAP.KD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KN, NV.SRV.TETC.CN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.POP.DPND.YG, IT.NET.USER.P2, EN.CO2.MANF.ZS, FR.INR.LEND, FP.WPI.TOTL, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, NE.CON.TETC.CD, EG.ELC.RNWX.KH, NE.CON.PETC.CD, IT.CEL.SETS, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, EG.ELC.HYRO.ZS, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, EG.ELC.NGAS.ZS, SH.DYN.MORT, IP.TMK.TOTL, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, TX.VAL.MRCH.R5.ZS, NE.CON.PETC.ZS, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, SP.POP.65UP.TO.ZS, IT.CEL.SETS.P2, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, SM.POP.TOTL, NV.SRV.TETC.CD, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.FTOT.KD, BX.PEF.TOTL.CD.WD, NY.GSR.NFCY.KN, NY.GNS.ICTR.GN.ZS, NE.DAB.TOTL.ZS, FR.INR.LNDP, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NE.CON.TETC.KN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, IT.MLT.MAIN, FR.INR.RISK, TX.VAL.MRCH.CD.WT, TM.VAL.MRCH.AL.ZS, NE.CON.GOVT.CD, SP.POP.DPND, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.TOTL.KD, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, SP.ADO.TFRT, NE.CON.TETC.ZS, NE.GDI.FTOT.ZS, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, EG.USE.PCAP.KG.OE, EG.ELC.PETR.ZS, NE.CON.TOTL.KD, DC.DAC.PRTL.CD, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, BN.TRF.CURR.CD, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, NY.GDY.TOTL.KN, NY.GNS.ICTR.CN, DC.DAC.GBRL.CD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SP.DYN.TO65.MA.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, NY.GDP.FCST.KN, EG.USE.COMM.FO.ZS, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, NE.GDI.TOTL.CD, IP.TMK.NRES, SP.DYN.LE00.FE.IN, FI.RES.TOTL.CD, NE.GDI.FPRV.ZS
MDG,673081724.075966,12.210072789919,27.6998458479847,2650000.0,,28368698800.0,6516.577946574201,0.0,,2334979234.95255,-39058079744.0,2.47673683675889,,2454510371.1360803,,-6.59434070956237,0.0,591623863.859795,49.1544545395893,2977800.0,110900000.0,435.136,,111896638.77810301,399.703,1.3525698827772799,,2650000.0,10.642,252097.0,30610386900.0,620012454.158815,,,,49.370600049526104,,181783066.426444,11.7222723174031,3156860123.3217897,0.367021828287927,,2470356.84957551,656800.0000035,,10642296619.4244,18062008300.0,15.0492264416315,,542675.0,,49230.550081568894,2214000000.0,0.40719528351225703,,10000.0,0.164843361818889,0.0783828044674529,0.0901713255184851,,,2.25035161744022,0.0,,29250000.0,-1100388400.0,39.042,11.926605504587199,-44385302.1393657,,,5524404200.0,10.030184184753999,,2620000.0,1.53291253381425,39.974682926829296,650793392.581187,,,,,32.0636,,,47463.2465685794,290102919200.0,3333075200.0,33108485600.0,6.9613625378503,,2.4061858654022203,,,,,,,33230448600.0,251044839400.0,,475.49870132817904,,82.7004219409283,,111560000.0,10.9704641350211,2.3731686248955297,106657000.0,,,,,,,67511336.638737,121963000.0,78.9828833326561,,,,,252097.0,,2636184640.50937,48.703,670611367.226391,,574607129.983066,0.0,2424744288.09058,46.45450776247289,71100000.0,352.032,,,6.22182146077547,4739786800.0,,,,,,13.2368578774298,2277462059.5117803,4.9436881529114105,,28522442800.0,0.519671936009363,,0.0,85.3695932350429,2454479962.79223,,5099371.0,4556696.0,243518480400.0,481.32994496619904,28368042000.0,3.2620689885085805,0.0,43221233419.4244,574593826.5190741,2620059900.0,5.44566236132589,14.2633849366692,,,,,126298.0,,,243515490300.0,,,,,106.59434070956199,,,,261580476400.0,,,,86.7448151487827,29250000.0,42.689225788827706,261581389800.0,,,74882600.0,3.78719567177638,96004237.24332471,85.01830818709041,6.035424854434309,0.11458914726972601,6300.788920829649,16.6245248943164,242032703117.663,,1.53291253381425,24.851,49.370600049526104,347053369.776999,35421777600.0,,,155.49,99.6329781717121,,,54.048705222663706,472.306,7.3,,,2636193583.66808,,,32130060300.0,,,,717467026.215332,89.358,53069233.4582057,261687136019.42398,,,457.89553946016997,,33107828700.0,-22288333.5202762,131.99308778984,2.25035161744022,88.0733944954129,,,32578936800.0,2313292000.0,670598061.736902,,71637016600.0,26.6547090790703,28.63864,2.0134651011765103,,1323739699.091,5.655666908079231,2610000.0,,47.671,10.267229254571001,19802173400.0,231252656100.0,,,-2191329000.0,,46855658.98894121,,40.954,,
PSS,,,77.8193719763793,3100000.0,,,,,,,,4.43127175293541,,,,,,,48.441883050070295,,41200000.0,308.864555849267,,,309.514118318166,5.825242718446599,,3100000.0,22.0437617758986,,,,,,,,,,10.4368932038835,,,,,,,,,9.367088607594939,,189880.0,,,,,,,,0.35932438292847796,,74.818907222072,,4.30379746835443,0.0,,28710000.0,,51.929413586254995,7.46268656716418,,,,,,,3080000.0,9.46601941747573,53.6699876392329,,,,,,51.270876573292796,,4.30379746835443,,,,,,,4.779962405243469,,,,,,,,,,,,86.3291139240506,,77867704.69120991,,,,,,,,,,61476712.54022641,,92.9404538279682,,,,,,,,45.5038798610301,180269725.815173,,155029089.983643,0.0,,,39500000.0,281.368958676942,,,1.21359223300971,,,104.928656439584,,,,,,,,,3.5988845779669303,,0.0,,,,861378.0,671498.0,,,,2.4752969718558098,0.0,,166557204.005625,,,,9.46601941747573,,,,38170.0,,,,,,,,,,,,,,,,80.0970873786408,28710000.0,46.9781737268809,,,,70481239.59276071,0.0,,98.109188510102,4.89706614098617,,,,,,,13.1506466098095,,,,,,91.55424915679441,,,,50.5465293012632,367.99704531018403,6.76739450846177,,,,,,,,,,,77.95623822410141,,,,3080000.0,,,,,,,92.53731343283579,,,,,,,,,43.933222322906396,,,,9.836007916968189,,,,,,,,,,,31516851.4113552,,55.515398784710996,,
ABW,,,,,,,,,,,,14.5605814639906,,,,,,,50.977715466351796,,,181.484,,,,,,,50.776,,,,,,,,,,,,,,,,,,,,,27525.0,,,,,,,,,,,,,,,,,64.084,,,,,,,,,,65.5693658536586,,,,,,69.91539,,,,,,,,,,,,,,,,,,,,,,,,,3.13488848888506,,,,,,,,,,81.7028736422384,,,,,,,,35.679,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,54208.0,26683.0,,,,2.48487308146399,0.0,,,,3.10680241045376,,,,,,7893.0,,,,,,,,,,,,,,,,,,43.8477715466352,,,,,,,86.33301251203079,4.63013886979238,,,,,,,6.389,,,,,,106.2062,,,,53.6673553719008,227.253,4.82,,,,,,,,,,,49.224,,,,,,,,,,,,,,,,,,,,63.02099,3.1638691103557197,,,,,,,,,,,,,,,,67.129,,
USA,543300000000.0,,6.8069758880913,,219000000.0,331700000000.0,3007.12344537862,630540.65,,,,5.99188524998478,5.34081618748347,,19.3840038681969,0.773053561568194,12.017919750681699,,50.4122598185365,,16170700000.0,130.636,,22800000000.0,2890696.1,2.1891445639335303,3.17480629117575,,69.996,69978587.0,,,1.2612614852272401,23.6475532232604,,1.0,83200000000.0,,5.48893987273278,,23.302043070127002,,126600000000.0,99999999.999939,,,,4.4945461628359995,,126462473.0,16631.0,17036.8851695882,2576300000000.0,,131153.0,,1.03339670327694,15.999779156588499,16.1291718973205,25.9,,,21.8127616389699,24.785742111414102,,-3100000000.00002,66.6,31.781808955981198,4200000000.0,,-4129019648.0,22800000000.0,4.96963003865268,,,,69.77073170731711,546400000000.0,,,,0.0692777977163337,78.24575,,2.85352551616673,,,27000000000.0,416700000000.0,22.5289895085588,,9.19999980926514,,26.4372717012485,,,63090.0,,543300000000.0,3078071080474.67,3200000000.0,15482.707759617,27.713426340714197,70.7197117257499,,16381300000.0,2.55161667315933,1.70199277744096,,-4129019648.0,81.4755670712874,,,,1554799998.4452,27000000000.0,126600000000.0,51.294580404417495,,27.3653597280885,4.82083333333333,17.154261850256802,14163521.0,,,23.7,416700000000.0,122000000.0,331700000000.0,0.0,2797276293637.77,11.1997817724156,20536000000.0,1282679.93,18.4398990094776,1.88930130693858,0.884315459442077,85000000000.0,21.1409828193563,30.1,22781.0,9.07051454396076,,17.650664516695198,,38.732606229001895,5961000000.0,,,0.0152561215187594,4.07576938059992,61.0528253267072,,-3230369875.0893803,180671000.0,54208527.0,,,331600000000.0,9.145940978036519,0.0,,331600000000.0,,2.4491044645664,15.645131603165801,3.9763275553934,26.864637894463396,13.572165966081,,10825599.0,,,,418263557455.981,,-24006581511.2702,,99.2269464384318,,53.91200719288611,,,,3200000000.0,,67.64642223280379,,30.80295934626,,49269000.0,1.87416666666666,20601000000.0,1.7624468946922498,85000000000.0,66.52484436091859,15.2302639565011,1.1,3024.2817054203497,4.19657647708448,,,3.2651647733245897,9.5,1.0,,539100000000.0,119200000000.0,113354.0,84.9872,76.697956929873,21.939996318792602,,60.0510996757035,233.283,3.654,5641.740755295539,6.42257705904494,,,2.83596497084176,546400000000.0,,,4049.7866287340003,539100000000.0,30.004,,,,,,119200000000.0,416600000000.0,-3100000000.00002,3007.12344537862,2.15718737826256,44.372700748446,,,,122400000000.0,416600000000.0,,,9.16620651573716,63.9599,-0.0195374527151411,447316963844.29297,,,,,918715.512,2.80970003895598,,,95.5256695527392,,4200000000.0,,122400000000.0,,73.1,19664163997.9365,15.3138229339223
AFG,537777811.911111,,25.4752049946316,17180000.0,40000000.0,,2690.44563182277,0.0,,,,0.5166099986959121,,,,-2.89256021310031,,,48.306614726987,,,551.121,,37777780.62222221,414.371,,,17180000.0,8.221,285352.0,23800002560.0,528888945.777778,,,,193.905009433912,,,,,13.223149706167,,71111165.15555559,,,,,30.260521042084196,,739462.0,,,,3.1299597412505196,,650000.0,,0.0460678750472635,,,,23.246492985971898,0.0,,109810000.0,499996672.0,31.589,30.9734513274336,-15555547.022222199,,,1700000128.0,4.13223325838387,,15670000.0,,32.328512195122,548888849.066667,,10000.0,,,21.17069,,0.0,,,1000000512.0,20999999104.0,16.115709919267303,,0.17062699794769298,,0.0877548880612324,,,,,24200001536.0,,,,,46.4929859719439,,87000000.0,0.0,1.8136768792130602,,,,,,,10000000.0,22222233.6,3200002432.0,76.6314718100734,,,,,285352.0,,,51.276,466666646.7555559,,,0.0,,38.589136426212605,49900000.0,271.358,,,,,,,,,,,,3.1724131950562997,,,1.9099939264861299,,23.246492985971898,,,,8994793.0,8255331.0,,,20999999488.0,2.79898603558747,0.0,,466666655.288889,400000000.0,5.25380742259096,,,,,10000.0,46468.0,,,,,,,,102.8925602131,,,,,,,,,109810000.0,42.170609151316796,,7700.0,,50000000.0,,,81.7177255730503,5.08625376297685,0.0348442494869232,2746.0329779684803,7.0247934714841795,,,,32.403,45.0,,24900001152.0,,,145.321,86.77685029383301,,,55.0304048130958,604.597,7.45,,,,,,24699998208.0,,,,553333358.933333,91.779,8888888.88888889,,,,,,20999999488.0,11111037.1555556,59.787680707172605,,65.4867256637168,,15000000.0,,3900002048.0,466666655.288889,,,11.1570267298681,17.59371,1.51122893514352,,,19.8230665134256,,,128.345,0.0,,,,,-699999616.0,,86666712.1777778,,33.105,50690799.998857,
ROM,,,,,187000000.0,,,20018.153,,,,1.7975754207456398,,,,,0.412515785042795,,51.165372423254006,,711290000.0,138.2002,,,53450.192,0.9068031323370209,,,34.209,1002300.0,,,,,,0.0005999999999,,,62.030957837169105,,,,,,,,,59.2591553248211,,6296818.0,,,,,,,,2.9038120205433797,0.18839010811342802,,,,37.4519758507135,10.478462186053,,,63.86,28.444017563117498,,,,,,,,,65.6424390243903,,,,,,73.3784,,5.522660305879049,,,,,,,7.27327060699463,,,,,,,,,,,,30.2623824891259,,699700000.0,2.90865721902624,0.830832464908794,,,,,,,,,,44.90899347921929,,,,,1002300.0,,,19.1,,,,0.0,,15.9175634423609,712700000.0,16706.852,,,1.46775576768969,,,,,,,,,5.4452391643244695,,,,,1.6346288761049501,,,,18406905.0,12110087.0,,,,6.8278782959019395,0.0,,,,2.83862560964891,,4.20363002432201,6.890297909432159,,,330878.0,,,,,,,,,,,,,,,,31.0787442533988,,28.875129708628002,,,,717000000.0,1.5914746446597001,,55.528274150268096,10.6192806710488,1.26924955844879,,,,,0.123718876970012,8.7,,,,,,55.0802,,,,64.29699199547,195.7666,2.34,,,,,,,,,,,65.791,,,,,,,,,,0.221692156587625,31.2568605927552,,,,,,,,,65.03787,-0.19743360953028102,,,,,,15203.382,2.6869650624386097,,,,,,,,,67.514,,
EUU,358916354898.276,,31.729168227715203,36420000.0,6191000000.0,,,,,,,3.69317528964763,29.5828790805473,,22.548682274914604,-0.131768077965152,3.08453286154902,365001829287.558,51.808654038316405,,48691570000.0,114.967321653298,,68006281293.609,2359869.70113928,1.85165522491881,1.62702683262238,36420000.0,61.212897757742994,,,,2.8652599453088397,12.297105243473698,,,,843843976061.354,10.359164841059801,3695363456734.74,,,,,,,,11.115603448812099,,250665877.0,,,2463550103459.64,,,,0.6404946239542421,5.76282921702225,2.95833549832137,38.2528791708741,,,2.6455469085385297,20.5371463505878,330910000.0,,66.681393409247,67.93113696654821,,,,,19.3252273019207,,36360000.0,,69.2795439452043,,,,10000.0,0.38586221721135,78.7893946180352,,2.01726449808197,,,,,,,,78443.0,5.987086282619389,,,,,,,,8997.466959900601,30.868426957887696,68.3472502006002,,58808064376.1331,6.21047421610435,,,,59.3301419562047,,,,,66256386441.6775,,39.797238432262894,,30.656493878874002,,,,,,18.5795919477275,,2167000000.0,,0.0,3684448881975.11,16.7604610011718,45014920000.0,594079.36237014,27.771822542304,3.62979031091829,5.03994839353095,,1.26325103094636,45.0451178761112,113917.0,9.24585402625044,,,,16.124729463291303,3702000000.0,,0.0889380629712841,0.35281157160210797,2.62166410603418,,,,409498462.0,158832585.0,,,,9.83496521140183,0.0,,,,,14.637042997262402,1.5298336036402198,16.975587355265,,,11492337.0,,,,,,,,,,50.962955852016705,,,,,,72.6652478036753,330910000.0,25.6680276392344,,21758143.0,,53624674344.6651,7.3176732645918,54609717875.3344,55.2114120436716,15.2487154867784,,,19.4569953798858,,,4.81970493044278,10.232889158382198,,,,,,38.9987768165909,,,,64.4970071493638,194.192922801402,2.58408984608896,1720.31662619832,7.1039350732417,,,3.3957623385053597,,,,1427.78328071703,360122945656.544,38.787102242257,,,,34350000.0,,,,,876.477907011713,5.486869686761629,27.008046495756602,,2000000.0,,,,,,38.7822226818065,66.8261527007155,,,373397935737.021,,,,,6.258436091855769,,,95.2803242728061,,,,,22559.0,72.01509464294699,,
TON,,,,10000.0,,,,0.0,,,,0.196428571428571,,,,,,,49.2353896103896,,,279.831,,,11.001,,,10000.0,17.552,,,,,,,0.892856999892857,,,,,,,,,,,,,,10812.0,,,,,,,,0.178587662337662,,,,,0.0,,80000.0,,61.026,0.0,,,,,,,,,61.3645365853659,,,,,,57.33416,,,,,,,,,2.5,,0.8587662337662341,,,,,,,,,,,,3696000.0,,2.84195164092435,,,,,,,,,,88.7264076130055,,,,,,,,47.175,,,,0.0,,,,11.001,,,,,,,,,,,,,,,0.16233766233766198,,,,,,61600.0,50788.0,,,,3.41558441558442,0.0,,,,4.97756662653083,,,,,,121.0,,,,,,,,,,,,,,,,,80000.0,45.4074675324675,,529.0,,3800500.0,,,95.4004758128469,6.6740681998414,0.375,,,,,,9.034,0.892857015132904,,,,,59.1156,,,,51.1769480519481,303.882,7.363,,,,,,,,,,,82.448,,,,,,,,,,,100.0,,,,,,,,,53.42045,2.3931403604218997,,,,,,0.0,,,,,,,,,,61.72,,
LAO,,,,33370000.0,3000000.0,,,0.0,,,,0.9267225926722591,,,,,,,50.8575698225991,,31300000.0,412.659,,,80.674,0.6389776357827479,,33370000.0,7.946,,,,,,,80.0001547257747,,,100.0,,,,,,,,,100.0,,168451.0,,,,,,,,0.0380547788054779,,,,,0.0,,201680000.0,,41.543,0.0,,,,,,,33130000.0,,43.2044634146342,,,,20000.0,,36.38802,,,,,,,,,0.47220945358276395,,0.0347213868174783,,,,,,,,,,,,18550000.0,,2.2950641253152,,,,,,,,,,76.20434679452501,,,,,75908.0,,,43.264,,,,0.0,,45.0623623486949,18500000.0,80.674,,,0.0,,,,,,,,,,,,15.7409818372561,,0.0,,,,2119944.0,1951493.0,,,,2.61011611627477,0.0,,,,3.21833021734976,,,,,70000.0,19646.0,,,,,,,,,,,,,,,,,201680000.0,42.1188955934685,,736.0,,900000.0,0.0,,80.92674492239571,4.72239812787079,0.0202112998813391,,,,,,20.313,96.00018310546879,,,,,104.5822,,,,55.2709882902567,481.469,5.961,,,,,,,,,,,92.054,,,,40000.0,,,,,,,100.0,,33000000.0,,,,,,,29.63614,2.2157669031161,,,,,,0.0,,,,,,,,,,44.949,,
BOL,563110051.920733,8.763266052580172e-05,22.1058032218403,12080000.0,6000000.0,6245.9458,0.00182646143132805,11.001,,,,1.1563440262237101,,2407279439.79911,,-5.92948730776936,6.18556701030928,416597613.526948,50.462616127843596,2049105300.0,71100000.0,378.542,,108516001.93659301,1004.758,0.281293952180028,,12080000.0,36.762,655410.0,,,,,,1.188e-05,,261469503.754954,3.37552742616034,2974751255.34155,2.96474365388468,,16694769.528706698,2345.9458,,-223646392.307693,512397100.0,0.0,,1357786.0,,2163.62702524008,,,44512.0,-400000.0,0.342738954603594,0.272037722985901,6.32911392405063,173.4,,6.18556701030928,1.0948905109489,,69340000.0,,40.831,0.7299270072992701,-33389539.0574133,,,1300.0,13.3413464424811,,12610000.0,6.32911392405063,42.11831707317071,,,10000.0,,,37.01215,,,,8154432100.0,900.0,6545.9458,8.89423096165403,,1.8454192876815803,,,,,,,6745.9458,7991250400.0,,793.716965439588,,93.8144329896907,,71480000.0,0.0,1.8992796992752299,,,,,,,5800000.0,75126462.87918,200.0,79.7211342932497,,,,,437687.0,,2639479952.5002303,44.539,546415282.3920269,,521373128.098967,0.0,2931554719.71981,32.2353448923468,67900000.0,968.088,,,0.0,300.0,,287.1,,,,8.441664898899929e-05,,17.745192774995502,,850572600.0,3.27065392230735,,0.0,92.5881408652883,1601247750.44096,,3693451.0,2335665.0,7129551700.0,433.537022811717,3900.0,4.59559366023808,0.0,870363207.692308,325548005.80978,,2.7076626299790094,4.44711548082702,,,2.2431342080521e-05,,42709.0,,,4742357100.0,252474215.767377,,,,105.929487307769,,,,7303859500.0,,,,90.29535864978901,69340000.0,42.3197167093864,5255737300.0,,,53000000.0,0.0,25042154.29306,88.37823239862959,8.657098105379982,0.267084449529648,,19.2708337502504,,,,23.772,1.19798e-05,308648497.372481,7145.9458,600.0,26036.0,102.8358,97.0352563461153,8.89423096165403,,53.0846896303755,421.504,6.7,,,1899326409.4083,,,,,,,596499590.978147,63.238,,7767604007.692309,,,,50084308.58612,4200.0,,152.46176324546698,,96.3503649635036,,13000000.0,1094009600.0,600.0,350590160.10284,,1257191300.0,32.6121801927315,32.15344,1.43233080830103,699629800.0,459794149.14868397,24.1193306666667,,,7.334,0.0,,,,,-400.0,,50084308.58612,,43.47,6715418.39997429,
HIC,1125771200749.16,,17.1364646950929,547460000.0,9032000000.0,,,,0.0,,,5.27760286673342,16.7418302224165,,20.2457061732748,-0.0567587273008474,5.381151740560499,,51.631748262359,,87812970000.0,132.754501035402,0.0,125878093386.636,6832548.96656289,1.88628171897614,2.7733361276535202,547460000.0,62.68033182181271,,,,2.7390949662729,19.1409562869418,2000000.0,,,,7.85255298847084,,,,,,,,,8.73282267050042,0.0,562230815.0,,,6555214135574.07,0.0491382107853082,872630.0,69920000.0,0.8290258271428191,7.5281707076823094,5.44421854767012,37.0,470000.0,,13.3449554817604,19.8559844790117,3809330000.0,,65.1395580745284,44.29624254390679,,,,,12.768182918146,,558740000.0,,67.9914975626095,1114122779911.4,,430000.0,1670000.0,0.146989799802589,76.8098793683762,,2.70246769996553,,,,,,,,,11.491481848776901,,,,,,,,9080.74327868365,28.5063699882158,71.41119285048791,,101796671824.759,4.13303272461812,,,,55.3326612760973,300000.0,,,,128431571115.654,,46.453143015303496,,29.497360143266697,,,,,,22.187170791063,,2999000000.0,,0.0,8241659961440.29,18.3219423342372,86025450000.0,2470802.27285224,27.4053533652459,2.60979298698166,3.2137849340479,,9.098035204402189,45.7,202477.0,9.40330145175581,,,,,10200000000.0,,0.6031968970580259,0.15076005800546,2.8110169723029603,,,,907597507.0,334750413.0,,,,8.303280727522269,0.0,,,,,14.278728362119999,2.57641895041245,17.207868040450098,,50000.0,35815851.0,,,,,162097034.521917,,,,,40.3280893009684,,,,,0.0,74.93957897107909,3809330000.0,29.0850759227902,,84879343.0,,100076181118.90599,5.120974726170861,167214179628.919,60.1304341763884,13.261559874834001,,,12.824941645446902,,,3.59589249742948,9.603552890123359,,,,,710054.0,45.280701442669105,,23.2636278343333,,62.6116433496875,227.65786821750197,2.9652369692363,2763.95949073157,5.90653677072675,,780000.0,2.97031657096582,,450000.0,,2272.97620701386,1122611731399.51,37.3196681781873,,,,35140000.0,,266150739833.79,,,1240.38595530118,3.93082512210049,39.4359561764894,,447000000.0,,,,,,25.593124563592898,63.5767736378159,,,,,0.0,530000.0,3180042.18886054,4.21235808705447,,,94.42732405571991,,,,,,71.0854687816418,,
