Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, NV.MNF.OTHR.ZS.UN, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, EG.ELC.COAL.ZS, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NV.AGR.TOTL.CN, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, NV.MNF.TXTL.ZS.UN, AG.PRD.FOOD.XD, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, EN.CO2.TRAN.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.IMP.GNFS.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, TX.VAL.MRCH.R1.ZS, DC.DAC.DEUL.CD, IP.PAT.RESD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, NV.MNF.FBTO.ZS.UN, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, DC.DAC.SWEL.CD, SP.DYN.LE00.MA.IN, NV.MNF.MTRN.ZS.UN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, AG.AGR.TRAC.NO, IP.TMK.RESD, FR.INR.DPST, NV.SRV.TETC.KD, TM.VAL.MRCH.R3.ZS, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.GDP.DISC.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, IP.TMK.TOTL, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, EN.ATM.CO2E.KD.GD, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, DC.DAC.CECL.CD, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.CON.PRVT.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.MNF.CHEM.ZS.UN, NV.IND.TOTL.KD.ZG, FP.CPI.TOTL.ZG, NY.GDP.PCAP.KD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, EG.ELC.LOSS.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NV.AGR.TOTL.KD.ZG, DT.ODA.ODAT.GI.ZS, NY.GSR.NFCY.CN, EG.ELC.HYRO.ZS, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
BHS,237742768.508112,,,20000.0,,,100.0,0.0,,,,,10.5240552039871,65.961,,86.35259337314129,,,,0.19980019980020003,242500000.0,,51.50905906652739,,79000000.0,208.403,,,,,707.731,0.126582278481013,,20000.0,61.926,1904.48516072284,12.720379620379601,,,,,,,,38.5,1.02041000002041,,0.0549748293816902,,,7.468354430379749,,,,,,10010.0,,,,,15678.2613817531,,78851.0,,1.04166666666667,79.75500526870391,,,0.00954619959229554,,0.0,,,5.55819871044757,,,,,,,0.0,,140000.0,,61.619,,0.0,,,,210281969.037494,,0.0,,0.999000999000999,,,63.7370487804878,209507456.937538,,,,,5.10075453946308,0.0,,,,,,,,,,35.0,,,,1.1392405063291102,0.0,1996328700.0,,,,98.9583333333333,,79000000.0,0.0,1.3437641865026102,5.0313734309727405,,,,,,,,,,,57.61622,,,,,,,,32.417,,,,1979935481.1986399,,9600000.0,707.731,,,,0.0,,,240.0,,,12.147298187918699,,,0.6993006993006989,,,,0.157070941090544,,,,,,,127331.0,48480.0,,,,0.357451546639058,3.54037901218086,,,,6.22254382730674,,7000.0,,,,,,,,,,,,,,,,,,,,,92.53164556962031,140000.0,42.797904673645796,,,,,13880.0,,,67.00097,6.5975881044374205,,1678.3006494883402,,,,,,7.53,1.02000999450684,,,,,43.25,89.5818,,,,,53.6617163141733,281.742,4.356,31.01,,,,,,,213699700.0,,,,,38.074,,,,200.0,,,,15549.5164665214,,,,-28235311.5705739,1867.12401935202,,1650.0,100.0,,,,,,,,833.333,,,,3.12378099964244,,,,-28800300.0,,,,0.0,,0.0,,50.0,,,,,,,,,,,,
CEB,,,,,2143000000.0,,475850.0,,,,,,,71.4210434498034,-17.0804673359753,56.999296568654096,,21.551400112760803,,,,,51.4830468541355,,1126340000.0,116.974131823699,,,,,570233.905636973,1.04408970648294,,0.0,46.5340927663649,,84.8533322603745,,,,0.0913165092706066,,,,,,,,,,59.062982758314504,,,,,,1105976.0,,13.174215373050199,,,,,43670268.0,1421.0,60.36480076938211,44.5033998347798,,,,,2.57917859718913,,5837.0,6.07628914163147,,,,,,,8.098588250723669,8.35063714454329,,,66.1176079369266,,78.2673049359701,,,,,,2.7016708986629303,,64.5404115070054,0.0,,68.696368476193,,,,,,,0.7114598588009,,,,,,,,,,,,,,1.30599996448674,1.5245568402876397,,,,43.6478105619244,31.2845620860746,,,3.6031999300561695,,0.8932537575435481,,,,,,,,,,,66.577912666819,,20.090208607404602,,,,,,16.9941914183028,,14000000.0,,,18.195688291301398,915020000.0,,,,1.531666979891,2.2861658113891,,,21145481.0,,,,,,47.361282534687795,,111000000.0,,,,,1.49488319341326,,,,93845749.0,50175481.0,,,,,7.8266709855182395,,,,2.3616230886275695,,,,2.16453291190937,7.26157288207824,,,,,,,,,,,,,,,,,,33.6754443596072,0.0,28.387057055903803,,,,,1134899.0,,,78.42015880290309,12.270149917885199,,,,,,,0.46078448781007497,8.51126438875777,,,,,,,45.5297011959271,,,,,63.7862719585779,197.882357625276,2.31661075532586,,,,98.4208572145704,,,3.79463599452528,,,,,,53.4659072336351,,,,36600409.0,,,,,,,,,,0.29288977290113893,,11.4747955446055,,,,,,,,1730.8855119325,,,9.07663571641266,-0.350876740032277,,,,,,,,428869.340596909,,3.2425520753644705,,,,,,,,,,,,,,
LMY,265749457661.168,,18.1606596554336,5290380000.0,6083000000.0,,24361751.1,,,75160000.0,,,6.0225276053159,49.3149475223235,18.0261983450362,82.3885926820854,,27.014925373134304,-0.330439360876511,0.822090499533418,,,49.326341338442795,,20163438000.0,344.190165179617,,0.0,,39403478443.6544,1491306.09851297,1.8739215008869,,5290380000.0,22.667606745159002,,30.065696885679802,,,,1.48068137931212,,,,23.920757800169703,,,0.30514344860389697,,,13.2955352157702,,,18.3185902358676,,27496484635.574,74798538.0,35.111837750881904,31.592039800995003,,,,821100000.0,509533384.0,,14.236277346930802,75.41390720113509,27234698042400.7,,1.9825617388724102,18794285.0,2.0139040928368703,316130000.0,,0.663135701537558,,,143.9,98657041428.5101,1880000.0,4.73356881182977,4.58226432071595,4.25788027849127,38081890000.0,6640000.0,46.7276050243374,,60.326053914714095,,48430710173.452,,260634428343.09302,,3.13787261874686,28.3502956275912,35.0094152175161,5005070000.0,3.74234790713766,47.9716028851955,266845662168.832,36.9687638739914,104330000.0,84220000.0,,3.52841108958506,1.89248496587695,,,,,,,,18.629046830680497,,814950.0,,,,1.40881728602037,1.3163093106987198,,,238252973025.594,16.0199004975124,76.7722735627482,,30359322331.5453,2.7093561844992595,,2.40911310188332,,,,,15300000.0,,,,36512705533.8925,,36.759347498584795,216.1,20.6965174129353,,70.5425004120905,,,,42.450362423519294,,63000000.0,198532061930.073,1174004339122.41,16.7709576654008,17781383000.0,441858.62164614,,0.0,4.726368159203981,2.8393372201704903,,,364442046.0,,,,,9.388815430121669,9.378060643988679,,26000000.0,,2.35246127954445,,,46.8930391146966,,,,2248870171.0,1738314787.0,,,,1.2702730720976299,3.59731204112067,,200443777043.195,,4.481501152548191,,,11.119900159379899,1.2640701451806002,4.28255340185538,,122340000.0,,22.224401565108398,65850000.0,51194549288.8773,,,,,,,,,,,300000.0,78.6795634752367,38081890000.0,41.445421721574995,,,,27748083885.626,76737118.0,9.526956544712052,31826160552.8437,42.8571401475227,6.5456531759933,,,9.857395905588561,,,,1.4161275472962498,15.5429227879569,,,,,12572344.0,27.438394868825103,99.6378122047209,,,,,54.957266237304296,413.064333771092,5.99646973790643,18.203179723898398,,,51.6262795059913,,,1.82093197580979,,,,,269929339978.165,77.33239325484101,,,,444091017.0,,,,522.04184761825,,47161585050.511,,,118.170208795556,1.94133380963674,115.895720306165,30.4708113957758,65001903610.7182,3047000000.0,,,,,93667065306.8139,1218.55058140706,,19.3843524503006,10.595028872709,1.81691098154784,,,10.3338735734302,,,,1100000.0,905633.166549318,,1.95294707953819,,13.016725633921899,,,,,,340830000.0,2890000.0,,,,,
GAB,154480244.246844,4.99071152612536,78.5206552406641,4060000.0,,,52250.0,18.335,,,2377821589.29636,79640111165.6234,6.09243527691672,42.544,,63.6220153014332,610599529.6492231,,1.70933296107977,0.252260643458687,37850185700.0,794701774.591375,51.3157843763922,,48100000.0,408.783,5.5772051989624,,16685714400.0,70124240.08107321,73.34,0.0,0.28395637807978,4060000.0,20.923,73314.71071338639,2.00360926766795,,14.5128321542391,,,,24.68085143318,,47.9,245.016350696075,,0.21306680612857604,142858491.91771102,,8.52390852390852,1563523289.01421,25.517248948049698,,,,257670.0,,,-72635220171.2534,76190040606.1127,1598177.89133703,,108019.0,,8.174386920980929,52.38554033582021,1016000000.0,370131152.176774,2.23824136752831,,,10000.0,,0.142057450558816,611169702.7758679,,,27471313.5710246,,1.90735694822888,25.0,,34450000.0,,39.383,,0.0,2640581.73326783,,,212043824.888184,17181585400.0,2.07900207900208,,20.2778748011022,3580000.0,2.7027027027027,40.9249512195122,181392411.86858502,,,,,4.76409642005888,0.0,14433548300.0,2.00823255317537,1854097.98317883,745448816371.149,17828571100.0,,,,,,,,,,0.0,825091299960.5691,,,,89.9182561307902,,48109600.0,0.681198910081744,-20.342807169572197,1.25996232508698,149930786816.0,,,,,,447817370558.14703,7660000.0,72764821.81434108,,29.30962,,,,,40956.0,,824497500.662851,34.61,13.7162896385518,,,1988093911.4288101,37.91555189364829,73400000.0,55.005,74.4630982062198,,,2.07900207900208,5330769400.0,29.049691689572395,5740.0,,,4.58739362562772,,,0.426902627391625,,,297631445813.002,7.864102117109259,,8.6419684058896,,,670213686.797046,,516270.0,408251.0,334105210312.658,1298.18445154095,,0.0368896054549514,6.867336858620501,193094675921.295,,,7.82275460709327,29.045608035479603,110000.0,14.083865908219302,,,9.98462785637379,,,,2570000.0,,,,343584232411.55396,-17.1945674959226,,,,6730921000.0,,,,88.7733887733888,34450000.0,32.016193077265804,421806212675.916,,,73189300.0,267670.0,47.10299505875339,21756790.4544152,34.99641,11.236474965613,,86086.944428303,45.393662097673705,957215165775.737,,,2.7027027027027,24.7,245.016350696075,,37203200000.0,,,33.69,186.862,,28.626881523014003,25.855642394489603,,61.116470064113706,470.193,4.619,64.87,,18.326256515472398,,813143330.603312,41.134161805310896,,44444106800.0,,30.685955694078803,,151839662.513576,79.077,,,752456079789.3159,9173.0,,,7.15833333249994,3850.8801817436897,4605.7713779541,,,26912167.2136048,299.223747742158,1.90735694822888,410.0,75.0,58908510.63202621,1000000.0,265729896092.548,,,,68100411.88107249,1598.084,186087412503.12802,92.49665715642709,,-0.40676398049675705,,,,6593921000.0,,,,0.0,30.6818202619762,0.681198910081744,,,,33.701959031552896,,646985700.0,,,,,0.6972210440040301,7660000.0,,
DMA,,,,,,,170.0,0.0,,,,,,,,,,,,10.6666666666667,,,,,,,,,,,14.668,,,,38.046,,83.8933333333333,,,,,,,,81.36,1.71429000071429,,0.127145581691036,,,,,,,,,750.0,,,,,,,23939.0,,,,,,,231.0,,,,0.23312142403051503,,,68.7,,,,0.0,,,,,,0.0,,,,,,,,22.6666666666667,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,6955650.0,,,1.49877909654917,,,,,,,,,,,,107.2,,,,,,,,,,,,,,14.668,,,,,,,115.0,,,,,,10.6666666666667,,,,,,,,,,,62920.0,38981.0,,,,,,,,,1.67653463495422,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4562820.0,750.0,,,,,,,,,,,,,1.7142900229,,,,139.0,87.69,,,,,,,,,31.94,,,,,,,,,,,,61.954,,,,140.0,,,,,,,,,,,,100.0,,,,,,,,1217.391,,,,1.38977231706687,,,,,,,,0.0,,,,40.0,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,59.345,,100.68571897840201,,,,,,,48.476726342711004,,,261.294,,,,,,,,,23.042,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,11262.0,,,93.6848156360351,,,,,,,,,,,,,,,,,,,58.245,,,,,,,,,,,,,58.7815853658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09180888244661,,,,,,,,,,,53.78373,,,,,,,,42.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48875.0,37613.0,,,,,3.48849104859335,,,,4.1610353497579,,,,,,,,,,,,,,,,,,,,,,,,,46.682352941176504,,,,,,,,57.53896,7.00090334236676,,,,,,,,10.769,,,,,,,74.934,,,,,49.82915601023021,291.275,6.897,,,,,,,,,,,,,76.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7738748965026896,,,,,,,,,,,,,,,,,,,,,,,,
HPC,23686375653.9594,,29.283035646981503,553550000.0,125000000.0,,7017610.0,,,75770000.0,,,3.55527032543397,42.147627364992104,,87.49364602075269,,,-2.02783662290292,0.46480593441052703,,,50.45380246594729,,2630109000.0,416.70682459738197,,,,6666674848.83862,21737.9428925045,1.9375242623024398,,553550000.0,13.3160951449054,,8.78772506191112,,0.64290364329517,,,,,,35.3003603542682,,,0.584968060436336,,,16.1234382301266,,,12.0219848822405,,2689268286.70375,19855481.0,,,,,,,23234523.0,,18.4300890085119,81.9208241409976,27344222084279.2,,,,0.0113502310528701,54870000.0,,0.12458379911014501,,,,,120000.0,5.19901116787067,0.45771144278607,2.0316913584637497,4364990000.0,1680000.0,39.5889388593967,,14.646766169154198,,,,,,2.06075109434628,,35.52414259833,519990000.0,6.65865939396428,40.835420141491795,,,22420000.0,610000.0,,1.09120345123313,2.4024655728575097,,50.21062872328589,,,,,,13.987071536709301,,36314.0,,,,1.4524112878971898,0.836133687561433,,,20997107367.2557,,74.3392084651537,,3291672914.3037,2.5383278385603703,3.235544220407,2.4374691269646602,,,,,,,,,5366723052.4038,,29.2435465047892,,,,76.6670404244292,,,,48.1260734150793,9.23161692251123,,,76756026483.2705,31.2297456667378,2643118000.0,15331.2665132461,,,,2.4637762161188,,,33252776.0,,,,,5.16583948729758,5.122027756639111,,,,3.17248795520574,,,,,,,174484508.0,151249985.0,,,,0.283208288501521,2.85305615785672,,17758476804.9233,,5.40054253247568,,,11.0875844166918,0.14448070403165802,0.9163118334639359,,220000.0,,,54400000.0,,,,,,,,,,,,-90000.0,76.3015905424452,4364990000.0,43.7462711589272,,,,3409837243.71627,20510951.0,21.6986779526025,2317909995.0096397,34.2188164436787,5.34273449097101,,,23.7265145755055,,,,5.40015641937273,23.591650859049302,,,,,,36.378361681240705,152.048496429105,,11.463617811616599,,,53.40067268321611,472.451266321071,6.757710551357019,35.0761211222783,,,,,28.1332201368637,,,,,,24453484998.8082,86.6839048550947,,,,26390955.0,,,,439.901670142947,,,,,135.750594281754,3.87481754503583,,81.73134328358209,,229000000.0,,,,,,793.646834766427,,45.425192528108,,1.99698999266127,,,,,,,,,,1.63409276468171,,4.07514223833197,,,,,,80640000.0,350000.0,,,,,
GTM,1262800000.0,3.35400732018107,25.5479885967691,11910000.0,7000000.0,1066900000.0,26700.0,0.0,,,5662382893.756479,-3137632512.0,9.54104392925011,48.178,,93.66768873515561,5162277856.27079,,-1.64713335445043,4.10600970511385,1262800000.0,1645863353.68278,49.374023185120706,,165000000.0,350.24,,,,201200000.0,1521.805,0.303030303030303,,11910000.0,33.086,282.068733368879,41.777930197835005,,,,,,29.4902901109414,,21.09,1.0,,0.24570447157567799,357322467.115018,,5.57575757575758,6433195773.51024,37.1463737568793,8.908774152676589,181121500.0,112500000.0,107160.0,,,1715116116.5009902,2139390800.0,7847.578749958399,,1481235.0,42.0,2.05298013245033,88.3219013934623,5074200000.0,2344856535.5577,0.9538684089274709,41017.0,,110000.0,74.0,0.339922084878386,999091176.5757,,138.0,,,11.788079470198698,0.0,,72100000.0,,46.43,,0.0,-20800000.0,,,1251542612.42158,201200000.0,0.0,,24.916013437849898,10110000.0,11.272727272727302,47.2826829268293,1248599900.0,,,,,6.5964752175207195,0.0,,,7753.00997313952,38270638000.0,180400000.0,1150300000.0,,10.555907507127,,2250.0,100.0,,3164267517.51957,11.272727272727302,11.788079470198698,35133005800.0,8300000.0,1150300000.0,,86.158940397351,19105472500.0,171110000.0,0.19867549668874201,0.8053428586385959,2.7248863745913,,,,,,9.199212876234881,32351049700.0,33600000.0,180400000.0,112500000.0,38.4242,205.7,,,84.4868546088058,705858.0,,5416292668.51349,45.785,,,1066900000.0,5734202591.635321,47.653343324995696,151000000.0,1444.798,,,,0.0,83400000.0,6.50024288106081,778597.0,1007.0,,3.5943409089125002,,15.766587899769599,10.2650242627846,,,5919588300.0,2.6603093240602997,,-1.08401181744598,,,5162277856.27079,,4476923.0,2995688.0,30824319000.0,1153.08613891076,1066900000.0,0.265390867462533,2.7602887072214597,12337591416.501,1066900000.0,80600000.0,4.74605034407509,3.6465227208439304,1100000.0,6.60437123851758,,,1.78407262219217,,705858.0,,,133300000.0,9.89863794741844,,30824319000.0,25.505899749388398,101.64713335444999,973271491.010592,,,,8300000.0,,83.15151515151521,72100000.0,45.6048719176095,32963709800.0,,,151510000.0,108890.0,14.285714285714299,83400000.0,41.622,5.3457873416933,,278.896889671768,15.932847640164699,34709628667.9777,,,,17.773,1.0,18.4912528955777,1283600000.0,125000000.0,28121.0,23.88,151.1436,91.0912258473234,,6.99039812672937,1114036067.74714,51.63483937516911,387.145,6.464,28.72,,,,5520887785.99235,,,1248599900.0,-1.1e-07,9.44215331796059,,1283600000.0,66.914,80600000.0,,36848121916.501,666711.0,,,0.151450899375916,1280.83565244149,1264.79345160872,125000000.0,1150300000.0,-14200100.0,282.068733368879,,280.0,94.9397590361446,,10000000.0,10622475300.0,7.3681146693902,133300000.0,1150300000.0,,856.298,13760107500.0,30.218561925879,,1.7404041166118798,5738466800.0,,8.934733683420859,-14200100.0,,,,0.0,6.509603392700731,0.0662251655629139,,20.4545454545455,,6.509603392700731,,-20800000.0,,,,907.0,,56735259.999340504,7061678100.0,
LCA,,,,,,,180.0,0.0,,,,,,63.062,,102.62290102833299,,,,16.3934426229508,,,52.0776898615587,,,218.27,,,,,22.002,,,,22.174,,153.109836065574,,,,,,,,189.83,1.71429000071429,,0.0535349101148859,,,,,,,,,610.0,,,,,,,20710.0,,,93.55447563674231,,,,,,,,0.23557501846954398,,,,,,,0.0,,,,55.893,,0.0,,,,,,,,29.5081967213115,,,59.390073170731704,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,9718890.0,,,1.4136301784035301,,,,,,,,,,,49.27547,,,,,,,,45.68,,,,,,,22.002,,,,,,,24.0,,,,,,8.196721311475411,,,,,,,,,,,93397.0,72687.0,,,,,4.47551848560446,,,,2.50330858031275,,5000.0,,,,,,,,,,,,,,,,,,,,,,,46.1717185776845,,,,4639820.0,620.0,,,62.46582,9.068425391591099,,,,,,,,11.894,1.7142900229,,,,,275.97,156.5152,,,,,49.352762936710995,315.761,6.821,50.63,,,,,,,,,,,,77.826,,,,30.0,,,,,,,,,,,,100.0,,,,,,,,1250.0,,,,1.10531991655973,,,,,,,,0.0,,,,60.0,,,,,,,,,,,,
MKD,,,,,,,,,,,,,,63.026,,72.92052189771229,,,,,,,49.3766822084145,,,185.012,,,,,,,,,37.75,,60.851160047188394,,,,,,,,,,,,,,,,,,,,25430.0,,,,,,,584160.0,,,65.09641429989,,,,,,,,,,,,,,,,,,,61.92,,,,,,,,,,,,,62.459512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3231397598077699,,,,,,,,,,,61.45003,,,,,218940.0,,,28.304,,,,,37.4794576828266,,,,,,,,,,,,,,,,,,,,,,,,,,1547445.0,963285.0,,,,,4.52468423756579,,,,4.76437898724392,,,,,,,,,,,,,,,,,,,,,,,,,37.645279799928296,,,,,25710.0,,,64.93272,7.8241075978223,,,,,,,,9.348,,,,,,,39.7842,,,,,57.830035962505995,216.046,3.638,,,,,,,,,,,,,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.707458020949105,,,,,,,,,,,,,,,,,,,,,,,,
