'Arab World', 'ARB', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 297
'Arab World', 'ARB', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 5.66666666666667
'Cambodia', 'KHM', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 47784000
'Cambodia', 'KHM', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 122589000
'Cambodia', 'KHM', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 18296000
'Cambodia', 'KHM', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 220731000
'Cambodia', 'KHM', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 469572000
'Cambodia', 'KHM', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 62281000
'Cambodia', 'KHM', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 0
'Cambodia', 'KHM', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 0
'Cambodia', 'KHM', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 220731000
'Cambodia', 'KHM', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 0
'Cambodia', 'KHM', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 37
'Cambodia', 'KHM', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 20
'Cambodia', 'KHM', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 7
'Cambodia', 'KHM', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 19.5
'Cambodia', 'KHM', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 20.325203252032498
'Cambodia', 'KHM', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Cambodia', 'KHM', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 80
'Cambodia', 'KHM', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 7
'Cambodia', 'KHM', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 11
'Cambodia', 'KHM', 'Tax payments number', 'IC.TAX.PAYM', 2015, 40
'Cambodia', 'KHM', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 652
'Cambodia', 'KHM', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 483
'Cambodia', 'KHM', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 179
'Cambodia', 'KHM', 'Time required to register property days', 'IC.PRP.DURS', 2015, 56
'Cambodia', 'KHM', 'Time required to start a business days', 'IC.REG.DURS', 2015, 87
'Cambodia', 'KHM', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 173
'Cambodia', 'KHM', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 6
'Cambodia', 'KHM', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 21
'Cameroon', 'CMR', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 3.7210004459583503
'Cameroon', 'CMR', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 9.905040996400109
'Cameroon', 'CMR', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 26
'Cameroon', 'CMR', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 7
'Cameroon', 'CMR', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 32.7
'Cameroon', 'CMR', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 1
'Cameroon', 'CMR', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 999474000
'Cameroon', 'CMR', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 44.11
'Cameroon', 'CMR', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 172
'Cameroon', 'CMR', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 119
'Cameroon', 'CMR', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 45.8
'Cameroon', 'CMR', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 26.8
'Cameroon', 'CMR', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 61.8
'Cameroon', 'CMR', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 75.6
'Cameroon', 'CMR', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 52.7
'Cameroon', 'CMR', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 94.8
'Cameroon', 'CMR', 'Interest payments on external debt, long-term INT, current US$', 'DT.INT.DLXF.CD', 2015, 74132000
'Cameroon', 'CMR', 'Interest payments on external debt, private nonguaranteed PNG INT, current US$', 'DT.INT.DPNG.CD', 2015, 3311000
'Cameroon', 'CMR', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 18.3
'Cameroon', 'CMR', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 2.88839261775741
'Cameroon', 'CMR', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 35
'Cameroon', 'CMR', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 43
'Cameroon', 'CMR', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 596
'Cameroon', 'CMR', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 40
'Cameroon', 'CMR', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 57.1
'Cameroon', 'CMR', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 51.4
'Cameroon', 'CMR', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 62.4
'Cameroon', 'CMR', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 25.7
'Cameroon', 'CMR', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 87.9
'Cameroon', 'CMR', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 81.7
'Cameroon', 'CMR', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 93.5
'Cameroon', 'CMR', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 46762
'Cameroon', 'CMR', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 5100
'Cameroon', 'CMR', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 21071
'Cameroon', 'CMR', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 71348
'Cameroon', 'CMR', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 0.5
'Cameroon', 'CMR', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 55.5555666666667
'Cameroon', 'CMR', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 86.6667
'Cameroon', 'CMR', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 490
'Cameroon', 'CMR', 'PPG, bilateral AMT, current US$', 'DT.AMT.BLAT.CD', 2015, 138538000
'Cameroon', 'CMR', 'PPG, bilateral DIS, current US$', 'DT.DIS.BLAT.CD', 2015, 544387000
'Cameroon', 'CMR', 'PPG, bilateral INT, current US$', 'DT.INT.BLAT.CD', 2015, 46812000
'Cameroon', 'CMR', 'PPG, bonds AMT, current US$', 'DT.AMT.PBND.CD', 2015, 0
'Cameroon', 'CMR', 'PPG, bonds INT, current US$', 'DT.INT.PBND.CD', 2015, 0
'Cameroon', 'CMR', 'PPG, commercial banks AMT, current US$', 'DT.AMT.PCBK.CD', 2015, 16572000
'Cameroon', 'CMR', 'PPG, commercial banks DIS, current US$', 'DT.DIS.PCBK.CD', 2015, 15620000
'Cameroon', 'CMR', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 968000
'Cameroon', 'CMR', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 63823000
'Cameroon', 'CMR', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 439467000
'Cameroon', 'CMR', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 14535000
'Cameroon', 'CMR', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 202361000
'Cameroon', 'CMR', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 983854000
'Cameroon', 'CMR', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 61347000
'Cameroon', 'CMR', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 40866000
'Cameroon', 'CMR', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 0
'Cameroon', 'CMR', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 8506000
'Cameroon', 'CMR', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 57438000
'Cameroon', 'CMR', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 15620000
'Cameroon', 'CMR', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 9474000
'Cameroon', 'CMR', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 300293000
'Cameroon', 'CMR', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 40494000
'Cameroon', 'CMR', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 0
'Cameroon', 'CMR', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 15
'Cameroon', 'CMR', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 5
'Cameroon', 'CMR', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 30
'Cameroon', 'CMR', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 31.111111111111104
'Cameroon', 'CMR', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 6.5
'Cameroon', 'CMR', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 40
'Cameroon', 'CMR', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 5
'Cameroon', 'CMR', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 6
'Cameroon', 'CMR', 'Tax payments number', 'IC.TAX.PAYM', 2015, 44
'Cameroon', 'CMR', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 150
'Cameroon', 'CMR', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 800
'Cameroon', 'CMR', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 64
'Cameroon', 'CMR', 'Time required to register property days', 'IC.PRP.DURS', 2015, 86
'Cameroon', 'CMR', 'Time required to start a business days', 'IC.REG.DURS', 2015, 15
'Cameroon', 'CMR', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 630
'Cameroon', 'CMR', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 2.8
'Cameroon', 'CMR', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 48.8
'Canada', 'CAN', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 4.90177629677095
'Canada', 'CAN', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 0.512870362123833
'Canada', 'CAN', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 15
'Canada', 'CAN', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 8
'Canada', 'CAN', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 0.4
'Canada', 'CAN', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 8
'Canada', 'CAN', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 80.07
'Canada', 'CAN', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 14
'Canada', 'CAN', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 42
'Canada', 'CAN', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 99.8
'Canada', 'CAN', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 99
'Canada', 'CAN', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 100
'Canada', 'CAN', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 99.8
'Canada', 'CAN', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 99
'Canada', 'CAN', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 100
'Canada', 'CAN', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 12.7
'Canada', 'CAN', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.0113285425503039
'Canada', 'CAN', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 8800
'Canada', 'CAN', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 11
'Canada', 'CAN', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 7
'Canada', 'CAN', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 4.3
'Canada', 'CAN', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 4
'Canada', 'CAN', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 4.7
'Canada', 'CAN', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 3.2
'Canada', 'CAN', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 4.9
'Canada', 'CAN', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 4.5
'Canada', 'CAN', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 5.3
'Canada', 'CAN', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 1587
'Canada', 'CAN', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 27
'Canada', 'CAN', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 1181
'Canada', 'CAN', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 1824
'Canada', 'CAN', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 4.5
'Canada', 'CAN', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 11
'Canada', 'CAN', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 100
'Canada', 'CAN', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 12
'Canada', 'CAN', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 6
'Canada', 'CAN', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 3.9
'Canada', 'CAN', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 25.3289473684211
'Canada', 'CAN', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Canada', 'CAN', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 2
'Canada', 'CAN', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 9
'Canada', 'CAN', 'Tax payments number', 'IC.TAX.PAYM', 2015, 8
'Canada', 'CAN', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 249
'Canada', 'CAN', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 570
'Canada', 'CAN', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 137
'Canada', 'CAN', 'Time required to register property days', 'IC.PRP.DURS', 2015, 16.5
'Canada', 'CAN', 'Time required to start a business days', 'IC.REG.DURS', 2015, 1.5
'Canada', 'CAN', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 131
'Canada', 'CAN', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 0.8
'Canada', 'CAN', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 21.1
'Cayman Islands', 'CYM', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 1
'Cayman Islands', 'CYM', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 32
'Cayman Islands', 'CYM', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 95.6
'Cayman Islands', 'CYM', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 95.6
'Cayman Islands', 'CYM', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 97.4
'Cayman Islands', 'CYM', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 97.4
'Cayman Islands', 'CYM', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 1
'Cayman Islands', 'CYM', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 22
'Central African Republic', 'CAF', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 14
'Central African Republic', 'CAF', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 7
'Central African Republic', 'CAF', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 204
'Central African Republic', 'CAF', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 0
'Central African Republic', 'CAF', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 52930000
'Central African Republic', 'CAF', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 36.26
'Central African Republic', 'CAF', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 185
'Central African Republic', 'CAF', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 3
'Central African Republic', 'CAF', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 21.8
'Central African Republic', 'CAF', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 7.2
'Central African Republic', 'CAF', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 43.6
'Central African Republic', 'CAF', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 68.5
'Central African Republic', 'CAF', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 54.4
'Central African Republic', 'CAF', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 89.6
'Central African Republic', 'CAF', 'Interest payments on external debt, long-term INT, current US$', 'DT.INT.DLXF.CD', 2015, 2196000
'Central African Republic', 'CAF', 'Interest payments on external debt, private nonguaranteed PNG INT, current US$', 'DT.INT.DPNG.CD', 2015, 0
'Central African Republic', 'CAF', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 19.8
'Central African Republic', 'CAF', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 3.6683426807707797
'Central African Republic', 'CAF', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 27
'Central African Republic', 'CAF', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 13
'Central African Republic', 'CAF', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 882
'Central African Republic', 'CAF', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 30
'Central African Republic', 'CAF', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 91.5
'Central African Republic', 'CAF', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 84
'Central African Republic', 'CAF', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 98.5
'Central African Republic', 'CAF', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 42.6
'Central African Republic', 'CAF', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 130.1
'Central African Republic', 'CAF', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 123.2
'Central African Republic', 'CAF', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 136.6
'Central African Republic', 'CAF', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 14981
'Central African Republic', 'CAF', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 1400
'Central African Republic', 'CAF', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 6993
'Central African Republic', 'CAF', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 21029
'Central African Republic', 'CAF', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 53.5
'Central African Republic', 'CAF', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 52.2222666666667
'Central African Republic', 'CAF', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 86.6668
'Central African Republic', 'CAF', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 24
'Central African Republic', 'CAF', 'PPG, bilateral AMT, current US$', 'DT.AMT.BLAT.CD', 2015, 11883000
'Central African Republic', 'CAF', 'PPG, bilateral DIS, current US$', 'DT.DIS.BLAT.CD', 2015, 2045000
'Central African Republic', 'CAF', 'PPG, bilateral INT, current US$', 'DT.INT.BLAT.CD', 2015, 1249000
'Central African Republic', 'CAF', 'PPG, bonds AMT, current US$', 'DT.AMT.PBND.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, bonds INT, current US$', 'DT.INT.PBND.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, commercial banks AMT, current US$', 'DT.AMT.PCBK.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, commercial banks DIS, current US$', 'DT.DIS.PCBK.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 920000
'Central African Republic', 'CAF', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 44085000
'Central African Republic', 'CAF', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 947000
'Central African Republic', 'CAF', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 12803000
'Central African Republic', 'CAF', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 46130000
'Central African Republic', 'CAF', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 2196000
'Central African Republic', 'CAF', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 6800000
'Central African Republic', 'CAF', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 0
'Central African Republic', 'CAF', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 6800000
'Central African Republic', 'CAF', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 0
'Central African Republic', 'CAF', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 12803000
'Central African Republic', 'CAF', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 0
'Central African Republic', 'CAF', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 0
'Central African Republic', 'CAF', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 15
'Central African Republic', 'CAF', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 5
'Central African Republic', 'CAF', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 0
'Central African Republic', 'CAF', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 3.3
'Central African Republic', 'CAF', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 40
'Central African Republic', 'CAF', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 10
'Central African Republic', 'CAF', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 6
'Central African Republic', 'CAF', 'Tax payments number', 'IC.TAX.PAYM', 2015, 56
'Central African Republic', 'CAF', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 200
'Central African Republic', 'CAF', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 660
'Central African Republic', 'CAF', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 98
'Central African Republic', 'CAF', 'Time required to register property days', 'IC.PRP.DURS', 2015, 75
'Central African Republic', 'CAF', 'Time required to start a business days', 'IC.REG.DURS', 2015, 22
'Central African Republic', 'CAF', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 483
'Central African Republic', 'CAF', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 4.8
'Central African Republic', 'CAF', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 73.3
'Chad', 'TCD', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 13
'Chad', 'TCD', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 7
'Chad', 'TCD', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 150.4
'Chad', 'TCD', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 0
'Chad', 'TCD', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 176550000
